sentence,prediction,ground_true,预测,正确,fold_0_top2,fold_1_top2,fold_2_top2,fold_3_top2,fold_4_top2,fold_5_top2,fold_6_top2,fold_7_top2,fold_8_top2,fold_9_top2
我 要 回 六安 的话 ， 坐 动车 怎么 回,3,25,chat,train,"('train', 'chat')","('chat', 'train')","('flight', 'bus')","('chat', 'train')","('chat', 'news')","('chat', 'train')","('chat', 'bus')","('train', 'chat')","('train', 'flight')","('train', 'chat')"
找 小明 有事 ， 告诉 我 他 的 号码 是 多少,5,5,contacts,contacts,"('contacts', 'telephone')","('contacts', 'lottery')","('chat', 'contacts')","('contacts', 'chat')","('contacts', 'chat')","('chat', 'contacts')","('contacts', 'chat')","('chat', 'contacts')","('contacts', 'chat')","('contacts', 'chat')"
刘德华 的 女儿,28,3,video,chat,"('video', 'chat')","('chat', 'video')","('chat', 'video')","('video', 'chat')","('chat', 'video')","('chat', 'video')","('video', 'chat')","('video', 'chat')","('chat', 'video')","('video', 'telephone')"
我 想 订 飞机票 ， 青岛 到 合肥 的,10,10,flight,flight,"('train', 'flight')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')"
你 现在 就 起 呗 你 出来 玩 了 你 上 你 上 那个 啊 嗯 他们 帮 你 擦 缝 肠胃 所以 才 是 正常 的 啊,3,3,chat,chat,"('chat', 'health')","('chat', 'epg')","('chat', 'flight')","('chat', 'health')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'weather')","('chat', 'train')","('chat', 'weather')","('chat', 'datetime')"
说 滴 啥,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'cookbook')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')"
刘 老师 您好,24,3,telephone,chat,"('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'email')","('telephone', 'health')","('telephone', 'health')","('telephone', 'email')","('telephone', 'contacts')","('telephone', 'health')","('telephone', 'contacts')","('telephone', 'contacts')"
儿童 要是 感冒 发烧 了 ， 应该 要 采取 什么 治疗 方法,11,11,health,health,"('health', 'music')","('health', 'schedule')","('health', 'schedule')","('health', 'chat')","('health', 'schedule')","('health', 'schedule')","('health', 'message')","('health', 'video')","('health', 'flight')","('health', 'schedule')"
张继科 是 谁,3,3,chat,chat,"('chat', 'match')","('chat', 'match')","('chat', 'match')","('chat', 'match')","('chat', 'match')","('chat', 'match')","('chat', 'novel')","('chat', 'match')","('chat', 'match')","('chat', 'lottery')"
你 话 真 多,3,3,chat,chat,"('chat', 'music')","('chat', 'datetime')","('chat', 'website')","('chat', 'video')","('chat', 'map')","('chat', 'epg')","('chat', 'weather')","('chat', 'weather')","('chat', 'translation')","('chat', 'riddle')"
从 钱江路 到 下宁桥 怎么 坐 公交,13,13,map,map,"('map', 'bus')","('map', 'bus')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'bus')"
拉萨 的 天气,29,29,weather,weather,"('weather', 'chat')","('weather', 'map')","('weather', 'app')","('weather', 'match')","('weather', 'chat')","('weather', 'contacts')","('weather', 'chat')","('weather', 'chat')","('weather', 'app')","('weather', 'chat')"
你 说 我 叫 什么 名字,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'music')","('chat', 'translation')","('chat', 'map')","('chat', 'telephone')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')"
那 就 去 死,3,3,chat,chat,"('chat', 'map')","('chat', 'video')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'app')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'video')"
我 在 听 讲座,16,3,music,chat,"('music', 'epg')","('music', 'epg')","('music', 'video')","('epg', 'music')","('music', 'map')","('music', 'map')","('music', 'map')","('music', 'epg')","('music', 'schedule')","('music', 'video')"
你 是 什么 玩意儿,3,3,chat,chat,"('chat', 'translation')","('chat', 'datetime')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'weather')","('chat', 'weather')","('chat', 'cookbook')","('chat', 'datetime')"
不 在 又 怎样 ～,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
上班 不 让 睡觉,3,3,chat,chat,"('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')"
每个 领域 都 做 第一,6,3,cookbook,chat,"('cookbook', 'chat')","('cookbook', 'schedule')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'map')","('cookbook', 'chat')","('cookbook', 'chat')"
你 想 去 看 什么 啊 撇嘴,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'flight')","('chat', 'video')","('chat', 'map')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'epg')","('chat', 'video')"
王柳雅 的 职业,3,3,chat,chat,"('map', 'chat')","('chat', 'map')","('chat', 'map')","('chat', 'video')","('chat', 'map')","('map', 'chat')","('chat', 'map')","('video', 'chat')","('map', 'cookbook')","('chat', 'contacts')"
我 好 丑,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'website')","('chat', 'video')","('chat', 'map')","('chat', 'telephone')","('chat', 'weather')","('chat', 'website')","('chat', 'tvchannel')","('chat', 'app')"
我 不 需要 你,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'video')","('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'weather')","('chat', 'music')","('chat', 'music')"
帮 我 查 下 爸爸 的 电话 号码 ， 我 有 事情 找 他,5,5,contacts,contacts,"('contacts', 'telephone')","('contacts', 'video')","('contacts', 'epg')","('contacts', 'telephone')","('contacts', 'epg')","('contacts', 'music')","('contacts', 'lottery')","('contacts', 'lottery')","('contacts', 'telephone')","('contacts', 'lottery')"
下 得 去 的,13,3,map,chat,"('poetry', 'map')","('poetry', 'map')","('map', 'poetry')","('map', 'poetry')","('map', 'poetry')","('poetry', 'map')","('map', 'website')","('map', 'poetry')","('map', 'video')","('poetry', 'video')"
目前 2018年 上映 的 电影 都 有 哪些 ， 你 知道 吗,4,28,cinemas,video,"('cinemas', 'video')","('cinemas', 'epg')","('epg', 'cinemas')","('cinemas', 'video')","('cinemas', 'epg')","('cinemas', 'health')","('cinemas', 'video')","('cinemas', 'epg')","('cinemas', 'video')","('cinemas', 'video')"
告诉 我 一个 秘密,3,3,chat,chat,"('chat', 'music')","('chat', 'riddle')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'riddle')","('chat', 'riddle')","('music', 'chat')","('chat', 'schedule')","('chat', 'video')"
你 怎么 知道 我 开心,3,3,chat,chat,"('chat', 'translation')","('chat', 'datetime')","('chat', 'music')","('chat', 'website')","('chat', 'map')","('chat', 'app')","('chat', 'weather')","('chat', 'weather')","('chat', 'epg')","('chat', 'weather')"
我 要 联系 王五 ， 给 我 在 通讯录 找到 他,3,5,chat,contacts,"('map', 'contacts')","('chat', 'contacts')","('chat', 'contacts')","('chat', 'contacts')","('map', 'chat')","('chat', 'contacts')","('chat', 'contacts')","('app', 'email')","('chat', 'music')","('contacts', 'chat')"
你 真 逗,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'website')","('chat', 'video')","('chat', 'video')","('chat', 'telephone')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')"
后天 要 去 杭州 出差 ， 帮 我 看 看到 杭州 的 机票,10,10,flight,flight,"('flight', 'train')","('flight', 'bus')","('flight', 'message')","('flight', 'train')","('flight', 'schedule')","('flight', 'train')","('flight', 'weather')","('flight', 'tvchannel')","('flight', 'train')","('flight', 'calc')"
他 在 哪里 啊,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
我 想 发 微信 ， 把 微信 打开 一下,0,0,app,app,"('app', 'website')","('app', 'contacts')","('app', 'website')","('website', 'app')","('app', 'message')","('app', 'message')","('app', 'website')","('app', 'message')","('website', 'app')","('app', 'email')"
想 看 电视剧 ， 有 浙江 卫视 的 节目单 吗,9,9,epg,epg,"('epg', 'tvchannel')","('epg', 'video')","('epg', 'tvchannel')","('epg', 'video')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'video')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'video')"
今天 有 什么 娱乐 新闻 ， 读 一 条 给 我 听听,17,17,news,news,"('news', 'translation')","('news', 'chat')","('news', 'music')","('news', 'poetry')","('news', 'epg')","('news', 'novel')","('news', 'poetry')","('news', 'translation')","('news', 'epg')","('news', 'chat')"
哦 哦 嗯嗯 的 嗯嗯 多 侮辱 猪猪 猪猪 猪猪呜呜呜呜 啊 哈哈哈哈 啦 啦啦 丽丽 丽丽,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'video')","('chat', 'cookbook')","('chat', 'telephone')","('cookbook', 'chat')","('chat', 'telephone')","('chat', 'cookbook')","('chat', 'telephone')","('chat', 'contacts')","('cookbook', 'chat')"
我 想 听 广播 ， 帮 我 打开 FM98.6,20,20,radio,radio,"('radio', 'app')","('radio', 'music')","('radio', 'music')","('radio', 'website')","('radio', 'music')","('radio', 'music')","('radio', 'music')","('radio', 'app')","('radio', 'app')","('radio', 'music')"
查 一 查 日历 ， 看看 今天 是 4月 几 号,7,7,datetime,datetime,"('datetime', 'epg')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'epg')","('epg', 'datetime')","('datetime', 'epg')","('chat', 'contacts')","('datetime', 'epg')","('epg', 'datetime')","('datetime', 'chat')"
有 什么 方法 可以 治疗 贫血 ， 帮 我 查 下 吧,11,11,health,health,"('health', 'epg')","('health', 'schedule')","('health', 'schedule')","('health', 'video')","('health', 'schedule')","('health', 'train')","('health', 'map')","('health', 'video')","('health', 'flight')","('health', 'schedule')"
我 自 已 就 会 做,6,3,cookbook,chat,"('cookbook', 'poetry')","('cookbook', 'music')","('cookbook', 'website')","('cookbook', 'website')","('cookbook', 'music')","('cookbook', 'music')","('cookbook', 'website')","('cookbook', 'email')","('cookbook', 'website')","('cookbook', 'music')"
不用 抢救 你 可以 去 死 了,3,3,chat,chat,"('chat', 'health')","('chat', 'health')","('chat', 'health')","('health', 'chat')","('map', 'health')","('chat', 'health')","('chat', 'map')","('chat', 'health')","('chat', 'health')","('chat', 'health')"
哦 还 没 出生,3,3,chat,chat,"('chat', 'health')","('chat', 'health')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'map')","('chat', 'health')","('chat', 'health')","('chat', 'datetime')"
那 你 讲 一点 我 看 得 懂 的 吗 你 那个 说 那个 字 不 是 废话,3,3,chat,chat,"('chat', 'translation')","('chat', 'epg')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'translation')","('chat', 'datetime')","('chat', 'novel')","('chat', 'translation')","('chat', 'map')","('chat', 'lottery')"
你好 啊 你 能 提供 给 我 什么样 的 服务 和 帮助 呢,3,3,chat,chat,"('chat', 'message')","('chat', 'video')","('chat', 'message')","('chat', 'telephone')","('chat', 'map')","('chat', 'contacts')","('chat', 'map')","('chat', 'message')","('chat', 'map')","('chat', 'weather')"
查询万 年历 ， 看看 今天 是 农历 初 几,7,7,datetime,datetime,"('datetime', 'chat')","('datetime', 'epg')","('datetime', 'news')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('chat', 'datetime')","('datetime', 'contacts')","('datetime', 'chat')"
王子奇 是 不 是 傻,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'telephone')","('chat', 'map')","('chat', 'telephone')","('chat', 'weather')","('chat', 'weather')","('chat', 'map')","('chat', 'datetime')"
你 和 谁 是 谁 更 厉害,3,3,chat,chat,"('chat', 'translation')","('chat', 'datetime')","('chat', 'flight')","('chat', 'health')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'novel')","('chat', 'weather')","('chat', 'map')","('chat', 'datetime')"
你 会 脑筋 急 转弯 吗 ， 给 我 来 个 脑筋 急 转弯,21,21,riddle,riddle,"('riddle', 'website')","('riddle', 'lottery')","('riddle', 'bus')","('riddle', 'bus')","('riddle', 'tvchannel')","('riddle', 'lottery')","('riddle', 'cookbook')","('riddle', 'novel')","('riddle', 'cookbook')","('riddle', 'message')"
不 开心 不 是 开心,3,3,chat,chat,"('chat', 'weather')","('chat', 'music')","('chat', 'music')","('chat', 'riddle')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')"
那 你 还要 继续 努力 啊,3,3,chat,chat,"('chat', 'epg')","('chat', 'video')","('chat', 'music')","('chat', 'video')","('chat', 'map')","('chat', 'datetime')","('chat', 'music')","('chat', 'email')","('chat', 'match')","('chat', 'music')"
您好 我 是 河北,11,3,health,chat,"('tvchannel', 'telephone')","('health', 'tvchannel')","('telephone', 'tvchannel')","('health', 'tvchannel')","('health', 'tvchannel')","('health', 'map')","('map', 'health')","('tvchannel', 'telephone')","('tvchannel', 'telephone')","('health', 'tvchannel')"
周冬雨 有 哪些 好看 的 电影 啊,28,28,video,video,"('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'cinemas')","('video', 'cinemas')","('video', 'epg')","('video', 'chat')","('video', 'epg')","('video', 'epg')","('video', 'cinemas')"
我 要 打 个 电话 给 小明 ， 拨打 尾号 是 5656 的 那个,24,24,telephone,telephone,"('contacts', 'telephone')","('telephone', 'contacts')","('contacts', 'message')","('telephone', 'riddle')","('telephone', 'contacts')","('contacts', 'telephone')","('telephone', 'contacts')","('riddle', 'telephone')","('telephone', 'contacts')","('contacts', 'telephone')"
我 海边 出发,13,3,map,chat,"('map', 'weather')","('map', 'chat')","('map', 'video')","('map', 'weather')","('map', 'video')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'video')","('map', 'video')"
替 我 定 一个 闹钟 ， 时间 是 下午 2点,22,22,schedule,schedule,"('schedule', 'poetry')","('schedule', 'match')","('schedule', 'datetime')","('schedule', 'match')","('schedule', 'flight')","('schedule', 'datetime')","('schedule', 'contacts')","('schedule', 'datetime')","('schedule', 'epg')","('schedule', 'tvchannel')"
高通 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'datetime')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'telephone')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
桃花 流水 鳜鱼 肥 呲牙,6,19,cookbook,poetry,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('chat', 'cookbook')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')"
你 知道 南昌 在 哪里,13,13,map,map,"('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')"
我 不 想 玩 游戏 了 ， 你 给 我 把 消消乐 关掉,3,0,chat,app,"('chat', 'app')","('chat', 'video')","('chat', 'music')","('chat', 'app')","('chat', 'app')","('chat', 'music')","('chat', 'app')","('app', 'chat')","('chat', 'music')","('chat', 'app')"
高血压 患者 饮食 上 要 注意 些 什么,11,11,health,health,"('health', 'music')","('health', 'schedule')","('health', 'schedule')","('health', 'schedule')","('health', 'schedule')","('health', 'train')","('health', 'map')","('health', 'video')","('health', 'schedule')","('health', 'schedule')"
你 怎么 知道 我 名字,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'map')","('chat', 'translation')","('chat', 'map')","('chat', 'translation')","('chat', 'map')","('chat', 'translation')","('chat', 'translation')","('chat', 'map')"
你 是 不 是 猪,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'weather')","('chat', 'cookbook')","('chat', 'music')","('chat', 'weather')"
虚假 的 后果 是 精华 啊 帅哥 v 好 故事,3,3,chat,chat,"('chat', 'epg')","('chat', 'video')","('chat', 'epg')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'epg')","('chat', 'video')"
哈尔滨 最 好 的 大学 是,13,3,map,chat,"('map', 'chat')","('chat', 'map')","('map', 'chat')","('chat', 'map')","('map', 'chat')","('map', 'chat')","('chat', 'map')","('map', 'chat')","('map', 'chat')","('map', 'chat')"
我 饿 了 小 哥哥 不 约 我 吃饭,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'telephone')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'video')","('chat', 'music')","('chat', 'music')"
刘德华 的 女儿 是 谁,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'epg')","('chat', 'video')","('chat', 'datetime')","('chat', 'epg')","('chat', 'novel')","('chat', 'video')","('chat', 'epg')","('chat', 'video')"
我 想 听 陈 奕迅 的 歌 ， 就 阴天 快乐 吧,16,16,music,music,"('music', 'health')","('music', 'health')","('music', 'news')","('music', 'poetry')","('music', 'calc')","('music', 'match')","('music', 'weather')","('music', 'novel')","('music', 'chat')","('music', 'chat')"
我 想 定外 卖 ， 你 给 我 装 一个 美团 可以 吗,3,0,chat,app,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'map')","('chat', 'cookbook')","('chat', 'map')","('chat', 'music')","('chat', 'weather')","('chat', 'weather')","('chat', 'cookbook')","('chat', 'cookbook')"
睡 会 觉 吧,16,3,music,chat,"('health', 'music')","('music', 'health')","('chat', 'schedule')","('chat', 'riddle')","('chat', 'schedule')","('schedule', 'chat')","('music', 'news')","('music', 'riddle')","('chat', 'health')","('music', 'chat')"
我 要 看 安徽 公共 频道 ， 帮 我 转 到 那个 台 谢谢,9,27,epg,tvchannel,"('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')"
哦 哦 抱歉 我 忘 了,16,3,music,chat,"('music', 'website')","('video', 'music')","('email', 'music')","('tvchannel', 'email')","('music', 'email')","('message', 'music')","('lottery', 'message')","('email', 'website')","('tvchannel', 'website')","('message', 'email')"
你 不 理 我 了,3,3,chat,chat,"('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'riddle')","('chat', 'map')","('chat', 'music')","('chat', 'novel')","('chat', 'weather')","('chat', 'music')","('chat', 'music')"
杨 幂 的 老公,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')"
你 爱 中国 吗,3,3,chat,chat,"('chat', 'video')","('chat', 'epg')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'epg')","('chat', 'novel')","('chat', 'video')","('chat', 'epg')","('chat', 'video')"
荷兰队 vs 德国队 比赛 结束 了 吗 ， 比分 多少,14,14,match,match,"('match', 'health')","('match', 'chat')","('match', 'chat')","('match', 'riddle')","('match', 'translation')","('match', 'cookbook')","('match', 'novel')","('match', 'epg')","('match', 'datetime')","('match', 'riddle')"
我 想 听 一下 新闻 ， 播报 几 条 最近 的 新闻,17,17,news,news,"('news', 'radio')","('news', 'chat')","('news', 'music')","('news', 'radio')","('news', 'train')","('news', 'email')","('news', 'radio')","('news', 'translation')","('news', 'video')","('news', 'chat')"
你 说 姑姑 是 不 是 全 中国 人民 的 太阳宫 啊,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'tvchannel')","('chat', 'map')","('chat', 'map')","('chat', 'contacts')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
十五 加 十八 等于 几,2,2,calc,calc,"('calc', 'datetime')","('calc', 'schedule')","('calc', 'datetime')","('calc', 'datetime')","('calc', 'datetime')","('calc', 'chat')","('calc', 'datetime')","('calc', 'datetime')","('calc', 'datetime')","('calc', 'datetime')"
重播 北京 卫视 昨晚 八点 的 电视剧 ， 烈火 如 歌,9,9,epg,epg,"('epg', 'music')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'music')","('epg', 'cinemas')","('epg', 'datetime')","('epg', 'tvchannel')","('epg', 'match')","('epg', 'tvchannel')","('epg', 'radio')"
霸王龙 和 剑龙 哪个 高,3,3,chat,chat,"('chat', 'contacts')","('chat', 'stock')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'video')","('chat', 'epg')","('chat', 'epg')"
我 想 看 巴西队 主队 的 赛事 ， 请问 预告 在 哪 看,14,14,match,match,"('match', 'epg')","('match', 'map')","('match', 'video')","('match', 'riddle')","('match', 'video')","('match', 'novel')","('match', 'video')","('match', 'video')","('match', 'music')","('match', 'video')"
不 想 听,16,3,music,chat,"('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')"
笨笨 你 知道 什么 是 开心 吗,3,3,chat,chat,"('chat', 'translation')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'weather')","('chat', 'weather')","('chat', 'map')","('chat', 'datetime')"
哎 明天 啊 火车票 新娘 咯 厦门 的 火车,25,25,train,train,"('train', 'flight')","('train', 'epg')","('train', 'bus')","('train', 'bus')","('train', 'website')","('train', 'email')","('train', 'bus')","('train', 'video')","('train', 'flight')","('train', 'flight')"
百 川 东 到 海磕头,13,19,map,poetry,"('map', 'poetry')","('map', 'poetry')","('map', 'bus')","('map', 'stock')","('map', 'stock')","('map', 'train')","('map', 'train')","('map', 'poetry')","('map', 'contacts')","('map', 'poetry')"
我 要 查找 联系人 ， 帮 我 把 联系人 列表 打开,5,5,contacts,contacts,"('contacts', 'app')","('contacts', 'schedule')","('contacts', 'app')","('contacts', 'app')","('contacts', 'app')","('contacts', 'app')","('contacts', 'app')","('contacts', 'app')","('contacts', 'website')","('contacts', 'app')"
军事 新闻 给 我 发 一个,17,17,news,news,"('news', 'tvchannel')","('news', 'message')","('news', 'message')","('news', 'message')","('news', 'message')","('news', 'tvchannel')","('news', 'message')","('news', 'tvchannel')","('news', 'epg')","('news', 'message')"
我 要 去 长沙,13,13,map,map,"('map', 'flight')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'flight')","('map', 'chat')","('map', 'chat')","('map', 'train')","('map', 'chat')","('map', 'chat')"
姚 明 的 爸爸 的 女儿 是 谁,3,3,chat,chat,"('chat', 'music')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'poetry')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')"
最近 新 上映 的 电影 有 什么 好看 的 ， 可以 帮 我 推荐 下 吗,4,4,cinemas,cinemas,"('cinemas', 'video')","('cinemas', 'video')","('cinemas', 'video')","('video', 'cinemas')","('cinemas', 'video')","('cinemas', 'map')","('video', 'cinemas')","('cinemas', 'video')","('cinemas', 'video')","('video', 'cinemas')"
我 在 哈尔滨 学府 四 道 街 哪个 饭店 好吃 啊,13,13,map,map,"('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('chat', 'map')","('map', 'cookbook')","('map', 'chat')","('map', 'chat')"
不 太 能,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'video')","('chat', 'map')","('chat', 'music')","('chat', 'weather')","('chat', 'weather')","('chat', 'music')","('chat', 'music')"
4 除以 2 ， 再 乘 以 3 减 6 等于 几,2,2,calc,calc,"('calc', 'chat')","('calc', 'lottery')","('calc', 'schedule')","('calc', 'bus')","('calc', 'schedule')","('calc', 'chat')","('calc', 'schedule')","('calc', 'music')","('calc', 'lottery')","('calc', 'flight')"
好 啦 咱们 说 点 别的 好吧,3,3,chat,chat,"('chat', 'datetime')","('chat', 'tvchannel')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'datetime')"
不 想 洗刷,3,3,chat,chat,"('chat', 'weather')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'cookbook')","('chat', 'music')","('chat', 'weather')","('chat', 'weather')","('chat', 'music')","('chat', 'weather')"
从 哈尔滨 的 哈西 万达 到 中央 大街 坐 多少 路 车,13,13,map,map,"('bus', 'map')","('map', 'bus')","('bus', 'map')","('map', 'bus')","('map', 'bus')","('map', 'bus')","('map', 'bus')","('map', 'bus')","('map', 'bus')","('map', 'bus')"
有 恐怖 小说 吗 ， 有的 话 帮 我 下载 一 部,18,18,novel,novel,"('novel', 'translation')","('novel', 'video')","('novel', 'video')","('novel', 'chat')","('chat', 'novel')","('novel', 'chat')","('novel', 'chat')","('novel', 'video')","('novel', 'chat')","('novel', 'chat')"
帮 我 发 个 短信 给 李健 ， 号码 是 18156562323,15,15,message,message,"('message', 'contacts')","('message', 'contacts')","('message', 'contacts')","('message', 'contacts')","('message', 'email')","('message', 'contacts')","('message', 'contacts')","('message', 'contacts')","('message', 'contacts')","('message', 'contacts')"
八百 里 霜天,19,3,poetry,chat,"('poetry', 'website')","('poetry', 'website')","('poetry', 'schedule')","('poetry', 'calc')","('poetry', 'calc')","('poetry', 'website')","('poetry', 'novel')","('poetry', 'calc')","('poetry', 'website')","('poetry', 'calc')"
我 现在 在 中环城 ， 可以 帮 我 导航 去 之 心 城 吗,13,13,map,map,"('chat', 'map')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')"
你 笑 一个 吧,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'music')","('chat', 'riddle')","('chat', 'riddle')"
重播 一下 昨晚 的 烈火 如 歌 ， 浙江 台 的 那个,9,9,epg,epg,"('epg', 'music')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'music')","('epg', 'music')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'music')","('epg', 'tvchannel')","('epg', 'tvchannel')"
哪些 邮件 是 没有 回复 的 ， 可以 帮 我 回复 下 吗,3,8,chat,email,"('email', 'chat')","('chat', 'email')","('chat', 'email')","('chat', 'email')","('chat', 'email')","('chat', 'email')","('chat', 'email')","('chat', 'email')","('chat', 'email')","('chat', 'email')"
我 非常 正确,3,3,chat,chat,"('chat', 'map')","('chat', 'cookbook')","('chat', 'translation')","('chat', 'video')","('chat', 'map')","('chat', 'map')","('chat', 'cookbook')","('chat', 'translation')","('chat', 'map')","('chat', 'cookbook')"
