sentence,prediction,ground_true,预测,正确,fold_0_top2,fold_1_top2,fold_2_top2,fold_3_top2,fold_4_top2,fold_5_top2,fold_6_top2,fold_7_top2,fold_8_top2,fold_9_top2
你 觉得 我 长 得 怎么样,3,3,chat,chat,"('chat', 'weather')","('chat', 'music')","('chat', 'map')","('chat', 'schedule')","('chat', 'translation')","('chat', 'weather')","('chat', 'health')","('chat', 'translation')","('chat', 'app')","('chat', 'match')"
合肥 到 上海 的 汽车票 有 吗,25,1,train,bus,"('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'flight')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')"
一 到 换季 ， 季节性 过敏性 鼻炎 要 怎么 预防,11,11,health,health,"('health', 'poetry')","('health', 'poetry')","('health', 'cookbook')","('health', 'news')","('health', 'news')","('health', 'chat')","('health', 'weather')","('health', 'chat')","('health', 'cookbook')","('health', 'cookbook')"
牛肉 的 营养,6,6,cookbook,cookbook,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'weather')","('cookbook', 'chat')","('cookbook', 'health')","('cookbook', 'health')","('cookbook', 'chat')","('cookbook', 'health')","('cookbook', 'chat')"
我 说 哪里 有 牛舌饼,6,3,cookbook,chat,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('chat', 'cookbook')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')"
最近 新 出 的 电影,28,28,video,video,"('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')"
可以 执行 什么 指令 啊,3,3,chat,chat,"('chat', 'app')","('chat', 'cookbook')","('chat', 'app')","('chat', 'calc')","('chat', 'health')","('chat', 'app')","('chat', 'app')","('chat', 'app')","('chat', 'app')","('chat', 'health')"
对不起 我 不 喜欢 你,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
不行 啊 你,3,3,chat,chat,"('chat', 'music')","('chat', 'cookbook')","('chat', 'message')","('chat', 'schedule')","('chat', 'music')","('chat', 'weather')","('chat', 'telephone')","('chat', 'datetime')","('chat', 'map')","('chat', 'health')"
有 没 有 哈工大 的 照片,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'map')","('chat', 'epg')"
可以 群聊 吗,3,3,chat,chat,"('chat', 'app')","('chat', 'music')","('chat', 'app')","('chat', 'schedule')","('chat', 'translation')","('chat', 'app')","('chat', 'app')","('chat', 'datetime')","('chat', 'app')","('chat', 'weather')"
美图 老板 叫 什么,3,3,chat,chat,"('chat', 'telephone')","('chat', 'cookbook')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'app')","('chat', 'translation')","('chat', 'app')","('chat', 'translation')"
你 自己 你 都 看 不 清,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'map')","('chat', 'schedule')","('chat', 'music')","('chat', 'map')","('chat', 'music')","('chat', 'translation')","('chat', 'app')","('chat', 'weather')"
我 刚刚 就 在 和 你 聊天,3,3,chat,chat,"('chat', 'message')","('chat', 'app')","('chat', 'schedule')","('chat', 'message')","('chat', 'epg')","('chat', 'app')","('chat', 'news')","('chat', 'cookbook')","('chat', 'app')","('chat', 'translation')"
刚好 可以 收入 证明 题材料 一 解决 问题 的 红色 宝石  他 刚刚 给 我 打电话 了 滚滚 滚滚 滚滚,5,3,contacts,chat,"('telephone', 'contacts')","('cookbook', 'chat')","('contacts', 'telephone')","('telephone', 'email')","('contacts', 'riddle')","('chat', 'telephone')","('contacts', 'cookbook')","('telephone', 'chat')","('chat', 'contacts')","('contacts', 'chat')"
你 可以 帮 我 预定 两 张 合肥 到 上海 的 火车票 吗,25,25,train,train,"('train', 'bus')","('train', 'chat')","('train', 'chat')","('train', 'flight')","('train', 'flight')","('train', 'flight')","('train', 'chat')","('train', 'chat')","('train', 'bus')","('train', 'chat')"
南京 今天 会 刮风 吗 ， 风力 是 几 级,29,29,weather,weather,"('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'stock')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')"
完蛋 了 看来 你 不够 聪明,3,3,chat,chat,"('chat', 'riddle')","('chat', 'cookbook')","('chat', 'message')","('chat', 'schedule')","('chat', 'health')","('chat', 'cookbook')","('chat', 'health')","('chat', 'translation')","('chat', 'map')","('chat', 'datetime')"
需要 付 钱 ， 你 把 支付宝 打开 吧,0,0,app,app,"('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'chat')","('app', 'website')","('app', 'website')","('app', 'website')"
会 下 象棋 吗,3,3,chat,chat,"('chat', 'riddle')","('chat', 'calc')","('chat', 'weather')","('chat', 'schedule')","('chat', 'health')","('chat', 'riddle')","('chat', 'app')","('chat', 'datetime')","('chat', 'app')","('chat', 'riddle')"
有 没 有 不 收 钱 的 频道 ， 帮 我 找 一个,9,27,epg,tvchannel,"('epg', 'chat')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('tvchannel', 'epg')","('epg', 'tvchannel')","('epg', 'chat')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')"
明天 去 杭州 ， 有 到 那儿 的 航班 吗,10,10,flight,flight,"('flight', 'chat')","('flight', 'chat')","('flight', 'train')","('flight', 'bus')","('flight', 'train')","('flight', 'cookbook')","('flight', 'epg')","('flight', 'epg')","('flight', 'train')","('flight', 'match')"
你 是 傻子 还是 聪明人,3,3,chat,chat,"('chat', 'riddle')","('chat', 'datetime')","('chat', 'map')","('chat', 'schedule')","('chat', 'health')","('chat', 'cookbook')","('chat', 'health')","('chat', 'datetime')","('chat', 'map')","('chat', 'datetime')"
黑龙江省 省长 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'message')","('chat', 'match')","('chat', 'stock')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'match')"
宋小宝 出演 过 什么 电视剧,28,28,video,video,"('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'chat')","('video', 'epg')","('video', 'chat')","('video', 'epg')"
你 爱 我 的 什么,3,3,chat,chat,"('chat', 'riddle')","('chat', 'music')","('chat', 'tvchannel')","('chat', 'schedule')","('chat', 'translation')","('chat', 'translation')","('chat', 'health')","('chat', 'translation')","('chat', 'map')","('chat', 'translation')"
那 由不得 你,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'map')","('chat', 'schedule')","('chat', 'health')","('chat', 'news')","('chat', 'health')","('chat', 'datetime')","('chat', 'map')","('chat', 'health')"
麻烦 给 我 放 一下 ， 爱情 公寓 第四季 第6 集,9,28,epg,video,"('epg', 'video')","('video', 'epg')","('video', 'epg')","('epg', 'video')","('epg', 'video')","('epg', 'video')","('epg', 'video')","('epg', 'video')","('epg', 'video')","('video', 'epg')"
春花 秋月 何时 了 往事 知 多少 ， 你 知道 是 谁 写 的 吗,3,19,chat,poetry,"('chat', 'poetry')","('chat', 'poetry')","('chat', 'poetry')","('poetry', 'chat')","('chat', 'poetry')","('poetry', 'chat')","('chat', 'poetry')","('chat', 'poetry')","('chat', 'poetry')","('chat', 'poetry')"
我 想 看 一些 好看 的 电视 连续剧 ， 可以 给 我 推荐 一下 吗,28,28,video,video,"('video', 'epg')","('video', 'chat')","('video', 'epg')","('epg', 'video')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')"
可爱 你 妹,3,3,chat,chat,"('chat', 'music')","('chat', 'cookbook')","('chat', 'app')","('chat', 'weather')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
我 字 什么,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'tvchannel')","('chat', 'schedule')","('chat', 'translation')","('chat', 'translation')","('chat', 'contacts')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')"
为什么 没有 人 喜欢 我,3,3,chat,chat,"('chat', 'riddle')","('chat', 'music')","('chat', 'tvchannel')","('chat', 'schedule')","('chat', 'health')","('chat', 'translation')","('chat', 'epg')","('chat', 'datetime')","('chat', 'translation')","('chat', 'match')"
吃 了 长胖,3,3,chat,chat,"('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'app')","('chat', 'translation')","('chat', 'health')","('chat', 'health')","('chat', 'translation')","('chat', 'health')","('chat', 'health')"
收费 频道 有 哪些 ， 帮 我 查看 一下,27,27,tvchannel,tvchannel,"('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')","('epg', 'tvchannel')","('tvchannel', 'epg')","('tvchannel', 'epg')","('epg', 'tvchannel')","('epg', 'tvchannel')","('tvchannel', 'epg')","('tvchannel', 'epg')"
南方 人 不 喜欢 吃 冷面,6,3,cookbook,chat,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')"
我 要 刷 屏 了,3,3,chat,chat,"('chat', 'tvchannel')","('message', 'chat')","('chat', 'app')","('tvchannel', 'app')","('chat', 'music')","('message', 'chat')","('translation', 'tvchannel')","('chat', 'message')","('music', 'chat')","('message', 'chat')"
下 了 吗,3,3,chat,chat,"('chat', 'app')","('chat', 'video')","('chat', 'tvchannel')","('chat', 'schedule')","('chat', 'music')","('chat', 'app')","('chat', 'epg')","('chat', 'app')","('chat', 'app')","('chat', 'datetime')"
给 我 买 两 张 那种 奖金 最高 的 彩票 ， 麻烦 了,12,12,lottery,lottery,"('lottery', 'website')","('lottery', 'chat')","('lottery', 'contacts')","('lottery', 'chat')","('lottery', 'chat')","('lottery', 'chat')","('lottery', 'website')","('lottery', 'weather')","('lottery', 'cookbook')","('lottery', 'music')"
我 不 查 了 你 走 吧,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'app')","('chat', 'music')","('chat', 'music')","('chat', 'map')","('chat', 'video')","('chat', 'music')","('chat', 'map')","('chat', 'translation')"
你 咋 知道 我 的 名字,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'map')","('chat', 'translation')","('chat', 'health')","('chat', 'weather')","('chat', 'translation')","('chat', 'translation')","('chat', 'map')","('chat', 'translation')"
韩语 的 亲爱 的 翻译 成 法语 ， 该 怎么 说,26,26,translation,translation,"('translation', 'chat')","('translation', 'app')","('translation', 'chat')","('translation', 'chat')","('translation', 'poetry')","('translation', 'chat')","('translation', 'weather')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')"
逛 街 没 钱 啊,3,3,chat,chat,"('chat', 'weather')","('chat', 'music')","('chat', 'map')","('chat', 'schedule')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'translation')","('chat', 'map')","('chat', 'datetime')"
這 不 是 髒話,3,3,chat,chat,"('chat', 'telephone')","('chat', 'music')","('chat', 'message')","('chat', 'schedule')","('chat', 'translation')","('chat', 'news')","('chat', 'contacts')","('chat', 'news')","('chat', 'music')","('chat', 'poetry')"
拜拜 明天 见,3,3,chat,chat,"('chat', 'video')","('chat', 'epg')","('epg', 'video')","('epg', 'chat')","('chat', 'epg')","('video', 'music')","('chat', 'music')","('chat', 'epg')","('video', 'chat')","('chat', 'epg')"
这 几 天 是 不 是 又 要 禁渔期 啦,3,3,chat,chat,"('datetime', 'chat')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'epg')","('datetime', 'chat')","('chat', 'video')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')"
你 喜欢 与 哪个 年龄段 的 卿天,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'tvchannel')","('chat', 'epg')","('chat', 'video')","('chat', 'weather')","('chat', 'epg')","('chat', 'datetime')","('chat', 'translation')","('chat', 'datetime')"
朗科 大厦 去 丽雅 查尔顿 酒店,13,13,map,map,"('map', 'website')","('map', 'website')","('map', 'app')","('map', 'stock')","('map', 'schedule')","('map', 'website')","('map', 'flight')","('map', 'app')","('map', 'flight')","('map', 'tvchannel')"
给 我 新增 联系人 小 红 ， 电话 号码 是 13245456969,5,5,contacts,contacts,"('contacts', 'telephone')","('contacts', 'map')","('contacts', 'message')","('contacts', 'telephone')","('contacts', 'telephone')","('contacts', 'telephone')","('contacts', 'message')","('contacts', 'telephone')","('contacts', 'telephone')","('contacts', 'stock')"
今年 端午节 是 几 号,7,7,datetime,datetime,"('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'epg')","('datetime', 'epg')","('datetime', 'tvchannel')","('datetime', 'cookbook')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')"
苏州 车站 路 27 号 是 哪个 火车站 呀,13,13,map,map,"('train', 'map')","('map', 'train')","('map', 'train')","('map', 'train')","('train', 'map')","('map', 'chat')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'train')"
刘挺 老师 怎么样,3,3,chat,chat,"('chat', 'translation')","('chat', 'cookbook')","('chat', 'translation')","('chat', 'epg')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')"
得了 皮肤癌 怎么办 ， 治疗 办法 有 哪些,11,11,health,health,"('health', 'website')","('health', 'chat')","('health', 'cookbook')","('health', 'chat')","('health', 'cookbook')","('health', 'cookbook')","('health', 'cookbook')","('health', 'flight')","('health', 'cookbook')","('health', 'chat')"
我 要 旅游,3,3,chat,chat,"('chat', 'app')","('video', 'chat')","('chat', 'app')","('video', 'chat')","('chat', 'app')","('app', 'chat')","('chat', 'video')","('chat', 'app')","('chat', 'website')","('app', 'chat')"
不 想 去 了,3,3,chat,chat,"('chat', 'map')","('chat', 'video')","('chat', 'app')","('chat', 'video')","('chat', 'map')","('chat', 'weather')","('chat', 'video')","('chat', 'map')","('chat', 'map')","('chat', 'datetime')"
我 想 看 电视 ， 打开 浙江 卫视,27,27,tvchannel,tvchannel,"('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')","('epg', 'tvchannel')","('tvchannel', 'epg')"
你 怎么 理解,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'map')","('chat', 'schedule')","('chat', 'health')","('chat', 'translation')","('chat', 'health')","('chat', 'translation')","('chat', 'poetry')","('chat', 'translation')"
你 认识 乔丹 吗,3,3,chat,chat,"('chat', 'weather')","('chat', 'health')","('chat', 'tvchannel')","('chat', 'schedule')","('chat', 'translation')","('chat', 'weather')","('chat', 'contacts')","('chat', 'datetime')","('chat', 'translation')","('chat', 'match')"
吃 早饭 了 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'schedule')","('chat', 'translation')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'app')","('chat', 'datetime')"
你 在 哪 条 街,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
我 想 看 关于 杨 幂 的 新闻 ， 能 帮 我 找 一下 吗,17,17,news,news,"('news', 'video')","('chat', 'news')","('chat', 'news')","('news', 'chat')","('news', 'chat')","('news', 'chat')","('news', 'chat')","('news', 'chat')","('news', 'chat')","('news', 'chat')"
我 要 找 小三,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'telephone')","('chat', 'cookbook')","('chat', 'music')","('chat', 'music')"
明天 五道口 附近 有如 家 酒店 大床房 吗,10,13,flight,map,"('flight', 'chat')","('flight', 'map')","('epg', 'chat')","('flight', 'map')","('flight', 'epg')","('flight', 'chat')","('chat', 'flight')","('flight', 'chat')","('flight', 'map')","('flight', 'chat')"
从 纽约 去 波士顿,13,13,map,map,"('map', 'chat')","('map', 'cookbook')","('map', 'bus')","('map', 'chat')","('map', 'flight')","('map', 'flight')","('map', 'flight')","('map', 'flight')","('map', 'flight')","('map', 'tvchannel')"
那 你 去 不 去,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'map')","('chat', 'schedule')","('chat', 'music')","('chat', 'map')","('chat', 'telephone')","('chat', 'datetime')","('chat', 'map')","('chat', 'health')"
简单 的 说说,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'map')","('chat', 'epg')","('chat', 'telephone')","('chat', 'datetime')","('chat', 'news')","('chat', 'music')","('chat', 'music')","('chat', 'datetime')"
晚上 回来 就 是 为了 和 你 一起 聊聊天 的,3,3,chat,chat,"('chat', 'schedule')","('chat', 'news')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'epg')","('chat', 'schedule')","('chat', 'music')","('chat', 'schedule')","('chat', 'music')","('chat', 'message')"
体育 新闻 在 哪个 台 ， 帮 我 调 一下 收音机,9,20,epg,radio,"('news', 'epg')","('epg', 'tvchannel')","('epg', 'tvchannel')","('radio', 'news')","('radio', 'epg')","('epg', 'tvchannel')","('radio', 'epg')","('epg', 'news')","('news', 'epg')","('epg', 'news')"
这么 厉害 哦,3,3,chat,chat,"('chat', 'riddle')","('chat', 'music')","('chat', 'tvchannel')","('chat', 'schedule')","('chat', 'health')","('chat', 'weather')","('chat', 'contacts')","('chat', 'datetime')","('chat', 'cookbook')","('chat', 'cookbook')"
最近 有 什么 热门 的 歌 ， 可以 给 我 推荐 几 首 吗,16,16,music,music,"('music', 'poetry')","('music', 'video')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'video')","('music', 'chat')","('music', 'chat')"
谁 是 俊哥,3,3,chat,chat,"('chat', 'music')","('chat', 'epg')","('chat', 'tvchannel')","('chat', 'cookbook')","('chat', 'health')","('chat', 'epg')","('chat', 'contacts')","('chat', 'cookbook')","('chat', 'app')","('chat', 'match')"
你 还是 一个 小孩子 长大 就 好 了,3,3,chat,chat,"('chat', 'telephone')","('chat', 'cookbook')","('chat', 'message')","('chat', 'schedule')","('chat', 'health')","('chat', 'weather')","('chat', 'health')","('chat', 'datetime')","('chat', 'map')","('chat', 'datetime')"
你 爱 我 不,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'tvchannel')","('chat', 'schedule')","('chat', 'music')","('chat', 'weather')","('chat', 'music')","('chat', 'datetime')","('chat', 'map')","('chat', 'music')"
我 哪 知道 你 爸 是 谁,3,3,chat,chat,"('chat', 'translation')","('chat', 'calc')","('chat', 'map')","('chat', 'schedule')","('chat', 'health')","('chat', 'weather')","('chat', 'health')","('chat', 'translation')","('chat', 'map')","('chat', 'translation')"
那 你 给 我 唱 一 首 歌,16,16,music,music,"('music', 'chat')","('music', 'chat')","('music', 'poetry')","('music', 'chat')","('music', 'chat')","('music', 'poetry')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')"
听 不 懂 你 在 说 什么,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'schedule')","('chat', 'translation')","('chat', 'translation')","('chat', 'telephone')","('chat', 'translation')","('chat', 'music')","('chat', 'translation')"
你 是 怎么 连 上 微信 的,3,3,chat,chat,"('chat', 'app')","('chat', 'cookbook')","('chat', 'app')","('chat', 'app')","('chat', 'cookbook')","('chat', 'app')","('chat', 'app')","('chat', 'translation')","('chat', 'app')","('chat', 'app')"
帮 我 看 一下 天气 预报 ， 合肥 现在 多少 度,29,29,weather,weather,"('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'radio')","('weather', 'chat')","('weather', 'chat')","('weather', 'map')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')"
东方 卫视 有 什么 好看 的 电视剧 ， 八点档 的,9,9,epg,epg,"('epg', 'video')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'chat')","('epg', 'video')","('epg', 'tvchannel')","('epg', 'tvchannel')"
帮 我 把 邮件 打开 ， 我 要 查看 邮件,8,8,email,email,"('email', 'stock')","('email', 'cookbook')","('email', 'app')","('email', 'website')","('email', 'app')","('email', 'message')","('email', 'video')","('email', 'app')","('email', 'app')","('email', 'stock')"
你 这 是 在 犯傻,3,3,chat,chat,"('chat', 'music')","('chat', 'cookbook')","('chat', 'tvchannel')","('chat', 'schedule')","('chat', 'health')","('chat', 'weather')","('chat', 'riddle')","('chat', 'cookbook')","('chat', 'poetry')","('chat', 'cookbook')"
今天 有点 阴 yu,29,29,weather,weather,"('weather', 'stock')","('weather', 'chat')","('weather', 'chat')","('weather', 'stock')","('weather', 'stock')","('weather', 'music')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')"
你 不得 给 我 买 蛋糕 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'health')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')"
帮 我 订 一 张 从 北京 到 上海 的 机票 后天 的,10,10,flight,flight,"('flight', 'schedule')","('flight', 'chat')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'epg')","('flight', 'tvchannel')","('flight', 'map')","('flight', 'epg')"
我 奶奶 去世 了,3,3,chat,chat,"('chat', 'message')","('chat', 'weather')","('chat', 'datetime')","('chat', 'map')","('chat', 'video')","('chat', 'health')","('chat', 'video')","('chat', 'health')","('chat', 'map')","('chat', 'health')"
编程 的 基本 步骤,3,3,chat,chat,"('chat', 'app')","('chat', 'app')","('chat', 'calc')","('chat', 'app')","('chat', 'cookbook')","('chat', 'translation')","('chat', 'video')","('chat', 'app')","('chat', 'app')","('chat', 'translation')"
我 没 及格 怎么办,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'map')","('chat', 'health')","('chat', 'health')","('chat', 'translation')","('chat', 'health')","('chat', 'translation')","('chat', 'translation')","('chat', 'health')"
除了 这个 没什么 可 好 说 的,3,3,chat,chat,"('chat', 'app')","('chat', 'epg')","('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'news')","('chat', 'epg')","('chat', 'music')","('chat', 'app')","('chat', 'translation')"
复习 复习 为什么 你 的 眼 里面 还 只 是 复习 呢,3,3,chat,chat,"('chat', 'epg')","('chat', 'epg')","('chat', 'health')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'translation')","('chat', 'epg')","('chat', 'translation')","('chat', 'poetry')","('chat', 'epg')"
你 啥 时候 能 变 聪明,3,3,chat,chat,"('chat', 'weather')","('chat', 'translation')","('chat', 'app')","('chat', 'schedule')","('chat', 'health')","('chat', 'cookbook')","('chat', 'health')","('chat', 'datetime')","('chat', 'map')","('chat', 'datetime')"
你 跟 我 说说 暖心 的 话 说 长 一点,3,3,chat,chat,"('chat', 'message')","('chat', 'poetry')","('chat', 'video')","('poetry', 'music')","('chat', 'music')","('music', 'chat')","('chat', 'music')","('chat', 'music')","('chat', 'poetry')","('chat', 'video')"
科比 和 姚明 谁 高,3,3,chat,chat,"('chat', 'weather')","('chat', 'cookbook')","('chat', 'map')","('chat', 'match')","('chat', 'match')","('chat', 'translation')","('chat', 'cookbook')","('chat', 'match')","('chat', 'match')","('chat', 'match')"
可是 人家 想 你 想 的 睡 不 着 觉 啊 想 和 你 在 一起,3,3,chat,chat,"('chat', 'music')","('chat', 'cookbook')","('chat', 'message')","('chat', 'schedule')","('chat', 'music')","('chat', 'cookbook')","('chat', 'music')","('chat', 'music')","('chat', 'message')","('chat', 'datetime')"
他 是 哪 一 年 出生 的,3,3,chat,chat,"('chat', 'telephone')","('chat', 'datetime')","('chat', 'map')","('chat', 'schedule')","('chat', 'poetry')","('chat', 'health')","('chat', 'health')","('chat', 'datetime')","('chat', 'map')","('chat', 'datetime')"
那 你 那 意思 说 我 是 上 电脑 上去 查 去 呗 我 是 一个 老太太 我 不 太 会 使 电脑 我 就 心思 把 问问 你 还 挺 方便 的 那 你 要是 不 明白 的 话 那 就 算 了,3,3,chat,chat,"('chat', 'app')","('chat', 'app')","('chat', 'app')","('chat', 'app')","('chat', 'website')","('chat', 'translation')","('chat', 'app')","('chat', 'website')","('chat', 'website')","('chat', 'app')"
哈尔滨 工业 大学 附近 酒店,13,13,map,map,"('map', 'chat')","('map', 'website')","('map', 'stock')","('map', 'website')","('map', 'tvchannel')","('map', 'flight')","('map', 'schedule')","('map', 'tvchannel')","('map', 'chat')","('map', 'tvchannel')"
替 我 拨打 个 电话 给 周 老师 ， 我 找 他 有 事情,24,24,telephone,telephone,"('telephone', 'contacts')","('telephone', 'chat')","('telephone', 'message')","('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'chat')","('telephone', 'contacts')","('telephone', 'message')","('telephone', 'contacts')","('telephone', 'contacts')"
有 什么 好看 的 小说 啊 ， 帮 我 找 找 吧,18,18,novel,novel,"('novel', 'video')","('novel', 'cookbook')","('novel', 'cinemas')","('novel', 'train')","('novel', 'chat')","('novel', 'video')","('novel', 'chat')","('novel', 'video')","('novel', 'poetry')","('novel', 'cinemas')"
我 爱 的 人 不 爱 我,3,16,chat,music,"('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
咒骂 咒骂 咒骂 咒骂 咒骂,3,3,chat,chat,"('chat', 'telephone')","('app', 'video')","('music', 'video')","('poetry', 'music')","('telephone', 'chat')","('app', 'translation')","('chat', 'music')","('translation', 'video')","('translation', 'music')","('telephone', 'video')"
为什么 是 好 的 坏 习惯,3,3,chat,chat,"('chat', 'translation')","('chat', 'health')","('chat', 'health')","('chat', 'schedule')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'datetime')","('chat', 'health')","('chat', 'match')"
你 在 说 啥,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'tvchannel')","('chat', 'schedule')","('chat', 'translation')","('chat', 'translation')","('chat', 'health')","('chat', 'translation')","('chat', 'translation')","('chat', 'datetime')"
一个 人 回复 你 微信 的 速度 决定 了 你 在 他 心中 的 位置,15,3,message,chat,"('message', 'website')","('chat', 'message')","('chat', 'message')","('message', 'chat')","('message', 'chat')","('message', 'chat')","('message', 'chat')","('chat', 'message')","('chat', 'app')","('chat', 'message')"
笨笨 为什么 叫 笨笨,3,3,chat,chat,"('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'schedule')","('chat', 'health')","('chat', 'translation')","('chat', 'contacts')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')"
看 电影 吗,28,3,video,chat,"('chat', 'video')","('video', 'chat')","('video', 'chat')","('chat', 'video')","('video', 'chat')","('video', 'chat')","('video', 'cinemas')","('video', 'chat')","('video', 'chat')","('video', 'chat')"
