sentence,prediction,ground_true,预测,正确,fold_0_top2,fold_1_top2,fold_2_top2,fold_3_top2,fold_4_top2,fold_5_top2,fold_6_top2,fold_7_top2,fold_8_top2,fold_9_top2
中国 有 贪官 吗,3,3,chat,chat,"('chat', 'poetry')","('chat', 'epg')","('chat', 'epg')","('chat', 'weather')","('chat', 'epg')","('chat', 'epg')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'music')","('chat', 'health')"
你 会 不 会 说 俄语 ， 我 爱 你 用 俄语 怎么 说,26,26,translation,translation,"('translation', 'riddle')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'calc')","('translation', 'chat')","('translation', 'riddle')","('translation', 'chat')"
土豆 还 能 做 什么 菜,6,6,cookbook,cookbook,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'health')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')"
讲 个 搞笑 的,3,3,chat,chat,"('chat', 'riddle')","('chat', 'epg')","('chat', 'video')","('chat', 'epg')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('video', 'chat')","('chat', 'video')"
你 的 头像 是 谁 呀,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'datetime')","('chat', 'weather')","('chat', 'epg')","('chat', 'app')","('chat', 'datetime')","('chat', 'weather')","('chat', 'music')","('chat', 'map')"
我 老公 性格 不好 我们 老吵架,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'music')","('chat', 'music')","('chat', 'map')","('chat', 'music')","('chat', 'translation')","('chat', 'weather')","('chat', 'message')","('chat', 'map')"
五月天 的 歌曲 你 听 过 哪 几 首,16,16,music,music,"('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')"
你 妈 和 你 男朋友 同时 掉 水 里 你 先 救 哪个,3,3,chat,chat,"('chat', 'map')","('chat', 'lottery')","('chat', 'translation')","('chat', 'weather')","('chat', 'map')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'health')"
笨笨 工作 没有 业绩 怎么办,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'weather')","('chat', 'health')","('chat', 'translation')","('chat', 'health')","('chat', 'stock')","('chat', 'health')","('chat', 'translation')","('chat', 'health')"
读书 笔记 是 什么,3,3,chat,chat,"('chat', 'poetry')","('chat', 'poetry')","('chat', 'translation')","('chat', 'map')","('chat', 'novel')","('chat', 'translation')","('chat', 'poetry')","('chat', 'app')","('chat', 'schedule')","('chat', 'poetry')"
有 没 有 主题 是 关于 校园 青春 的 小说,18,18,novel,novel,"('novel', 'epg')","('novel', 'tvchannel')","('novel', 'music')","('novel', 'video')","('novel', 'music')","('novel', 'epg')","('novel', 'video')","('novel', 'tvchannel')","('novel', 'chat')","('novel', 'chat')"
不 想 看 这个 台 了 ， 切换 到 湖南 卫视,27,27,tvchannel,tvchannel,"('tvchannel', 'epg')","('epg', 'tvchannel')","('tvchannel', 'epg')","('tvchannel', 'epg')","('epg', 'tvchannel')","('tvchannel', 'epg')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('tvchannel', 'epg')"
老大 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'contacts')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'map')","('chat', 'health')","('chat', 'map')","('chat', 'health')"
我 开始 问,3,3,chat,chat,"('chat', 'poetry')","('chat', 'app')","('chat', 'app')","('chat', 'schedule')","('chat', 'app')","('chat', 'music')","('chat', 'app')","('chat', 'app')","('chat', 'app')","('chat', 'app')"
这 彩票 怎么 玩 的 ， 随便 给 我 买 张 碰 个 运气,12,12,lottery,lottery,"('lottery', 'train')","('lottery', 'chat')","('lottery', 'chat')","('lottery', 'chat')","('lottery', 'chat')","('lottery', 'riddle')","('lottery', 'chat')","('lottery', 'chat')","('lottery', 'chat')","('lottery', 'chat')"
有 什么 历史 小说 是 比较 火 的 ， 给 我 查 一下,18,18,novel,novel,"('novel', 'chat')","('novel', 'train')","('novel', 'video')","('novel', 'video')","('novel', 'video')","('novel', 'map')","('novel', 'video')","('novel', 'email')","('novel', 'chat')","('novel', 'poetry')"
看 下 天气 预报 ， 看看 南京 今天 会 下雨 吗,29,29,weather,weather,"('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')"
可 我 不 想 探索 啊,3,3,chat,chat,"('chat', 'map')","('chat', 'email')","('chat', 'music')","('chat', 'weather')","('chat', 'stock')","('chat', 'music')","('chat', 'map')","('chat', 'app')","('chat', 'music')","('chat', 'weather')"
哈尔滨 明天 的 天气 怎么样,29,29,weather,weather,"('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')"
失 了 智,3,3,chat,chat,"('chat', 'health')","('chat', 'website')","('chat', 'health')","('chat', 'train')","('chat', 'stock')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'app')","('chat', 'health')"
明年 是 鸡年,7,7,datetime,datetime,"('datetime', 'weather')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'weather')","('datetime', 'schedule')","('datetime', 'schedule')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'weather')","('datetime', 'epg')"
脱发 很 严重 ， 有 什么 方法 可以 治疗,11,11,health,health,"('health', 'stock')","('health', 'message')","('health', 'chat')","('health', 'cookbook')","('health', 'message')","('health', 'chat')","('health', 'cookbook')","('health', 'chat')","('health', 'weather')","('health', 'chat')"
6 个 月 的 婴儿 发烧 怎么办 ， 帮 我 查 一下 治疗 方法,11,11,health,health,"('health', 'stock')","('health', 'cookbook')","('health', 'chat')","('health', 'train')","('health', 'telephone')","('health', 'chat')","('health', 'cookbook')","('health', 'chat')","('health', 'weather')","('health', 'chat')"
合肥 今天 有 什么 新闻 ， 帮 我 找 一下,17,17,news,news,"('news', 'weather')","('news', 'stock')","('news', 'cookbook')","('news', 'chat')","('news', 'epg')","('news', 'tvchannel')","('news', 'chat')","('news', 'epg')","('news', 'epg')","('news', 'chat')"
可是 我 不 爱 你,3,3,chat,chat,"('chat', 'map')","('chat', 'datetime')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
你 吃 了 没,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'music')","('chat', 'cookbook')"
你 知道 我 在 哪个 城市 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'weather')","('chat', 'map')","('chat', 'music')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
论语 的 夸赞之辞 掌握 半 部 论语 人 的 能力 擦 汗,19,3,poetry,chat,"('poetry', 'translation')","('translation', 'poetry')","('chat', 'translation')","('poetry', 'translation')","('poetry', 'chat')","('poetry', 'radio')","('translation', 'poetry')","('poetry', 'chat')","('poetry', 'chat')","('poetry', 'translation')"
还 哭 了,3,3,chat,chat,"('chat', 'video')","('chat', 'translation')","('chat', 'music')","('chat', 'health')","('chat', 'stock')","('chat', 'music')","('chat', 'message')","('chat', 'music')","('chat', 'music')","('chat', 'health')"
打开 日历 ， 看看 劳动节 是 不 是 5月 1 号,7,7,datetime,datetime,"('datetime', 'weather')","('datetime', 'riddle')","('datetime', 'app')","('datetime', 'poetry')","('datetime', 'schedule')","('datetime', 'schedule')","('datetime', 'chat')","('datetime', 'schedule')","('datetime', 'app')","('datetime', 'video')"
电影 是 什么,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'video')","('chat', 'cinemas')","('chat', 'video')","('chat', 'cinemas')","('chat', 'video')"
你 会 生病 吗,3,3,chat,chat,"('chat', 'health')","('chat', 'translation')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')"
高清 频道 有 哪些 ， 能 告诉 我 一下 吗,27,27,tvchannel,tvchannel,"('tvchannel', 'epg')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('tvchannel', 'epg')","('tvchannel', 'epg')","('epg', 'tvchannel')","('tvchannel', 'epg')","('tvchannel', 'epg')"
想 吃 水 煮 鱼 来 着 ， 要 准备 那些 东西,6,6,cookbook,cookbook,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')"
还 能 不 能 好好 说话 了,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'message')","('chat', 'translation')","('chat', 'music')","('chat', 'news')","('chat', 'health')","('chat', 'translation')","('chat', 'datetime')"
你 会 出 字 谜 吗 ， 会 的 话 给 我 出 一个 吧,21,21,riddle,riddle,"('riddle', 'chat')","('riddle', 'poetry')","('riddle', 'chat')","('riddle', 'chat')","('riddle', 'map')","('riddle', 'translation')","('riddle', 'telephone')","('riddle', 'chat')","('riddle', 'translation')","('riddle', 'chat')"
张学友 的 一 路上 有 你 ， 可以 放 给 我 听 一下 吗,16,16,music,music,"('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')"
你 能 给 我 什么 帮助,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'health')","('chat', 'message')","('chat', 'map')","('chat', 'message')","('chat', 'datetime')","('chat', 'health')","('chat', 'translation')","('chat', 'health')"
我 明天 要 买 车票 ， 给 我 新建 一个 提醒,22,22,schedule,schedule,"('schedule', 'train')","('schedule', 'chat')","('schedule', 'train')","('train', 'schedule')","('schedule', 'chat')","('schedule', 'train')","('schedule', 'train')","('schedule', 'message')","('schedule', 'app')","('schedule', 'flight')"
帮 我 把 奥运 新闻 打开 ， 我 想 了解 下 最新 的 消息,17,17,news,news,"('news', 'weather')","('news', 'video')","('news', 'cookbook')","('news', 'website')","('news', 'video')","('news', 'tvchannel')","('news', 'novel')","('news', 'website')","('news', 'email')","('news', 'weather')"
n 你 真 笨,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'music')","('chat', 'tvchannel')","('chat', 'weather')","('chat', 'music')","('chat', 'calc')","('chat', 'translation')","('chat', 'music')","('chat', 'app')"
周杰伦 的 生日 是 什么 时候,7,3,datetime,chat,"('datetime', 'chat')","('datetime', 'chat')","('datetime', 'chat')","('chat', 'datetime')","('datetime', 'schedule')","('chat', 'datetime')","('datetime', 'chat')","('datetime', 'chat')","('chat', 'datetime')","('chat', 'datetime')"
你 每天 学 什么,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'translation')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'health')","('chat', 'music')","('chat', 'health')"
是 不 是 因为 你 叫 笨笨 叫 的 呀 把 自己 叫 笨 了,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'map')","('chat', 'cookbook')","('chat', 'stock')","('chat', 'riddle')","('chat', 'music')","('chat', 'cookbook')"
我 想 看 爱情片 遇见 你 真 好,28,28,video,video,"('video', 'epg')","('video', 'chat')","('video', 'message')","('video', 'epg')","('video', 'novel')","('video', 'epg')","('video', 'music')","('video', 'cinemas')","('video', 'music')","('video', 'epg')"
孩子 小心 你 的 蛋,3,3,chat,chat,"('chat', 'schedule')","('chat', 'app')","('chat', 'music')","('chat', 'schedule')","('chat', 'contacts')","('chat', 'music')","('chat', 'datetime')","('chat', 'health')","('chat', 'music')","('chat', 'schedule')"
陪 我 说话,3,3,chat,chat,"('chat', 'music')","('chat', 'translation')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('music', 'chat')","('chat', 'app')","('chat', 'telephone')","('chat', 'music')","('chat', 'music')"
我 想 听 你 给 我 唱 首 歌,16,16,music,music,"('music', 'poetry')","('music', 'cookbook')","('music', 'chat')","('music', 'chat')","('music', 'email')","('music', 'chat')","('music', 'poetry')","('music', 'chat')","('music', 'chat')","('music', 'poetry')"
黑龙江省 省会 是 哪里,13,13,map,map,"('map', 'chat')","('map', 'tvchannel')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'datetime')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'chat')"
哇笨笨厉,3,3,chat,chat,"('chat', 'video')","('chat', 'app')","('chat', 'music')","('chat', 'telephone')","('chat', 'weather')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'website')"
我 能 给 你 取 小 甜心 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'music')","('chat', 'riddle')"
大 乐透 的 开奖 信息 查询 ， 谢谢,12,12,lottery,lottery,"('lottery', 'website')","('lottery', 'novel')","('lottery', 'app')","('lottery', 'news')","('lottery', 'message')","('lottery', 'riddle')","('lottery', 'tvchannel')","('lottery', 'chat')","('lottery', 'stock')","('lottery', 'contacts')"
彭丽媛 老公 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'poetry')","('chat', 'epg')","('chat', 'weather')","('chat', 'poetry')","('chat', 'message')","('chat', 'map')","('chat', 'telephone')","('chat', 'message')","('chat', 'map')"
你 是 美女 还是 帅哥,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'map')","('chat', 'music')","('chat', 'datetime')","('chat', 'weather')","('chat', 'music')","('chat', 'riddle')"
打开 万年历 ， 看看 哪 天 是 清明节,7,7,datetime,datetime,"('datetime', 'riddle')","('datetime', 'flight')","('datetime', 'app')","('datetime', 'app')","('website', 'datetime')","('datetime', 'lottery')","('datetime', 'chat')","('datetime', 'website')","('datetime', 'app')","('datetime', 'website')"
你 会 不 会 意大利语 ， 亲爱 的 用 意大利语 怎么 说,26,26,translation,translation,"('translation', 'app')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')","('translation', 'datetime')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')"
我 今天 摔 了 一 跤,3,3,chat,chat,"('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'epg')","('chat', 'weather')","('chat', 'music')","('chat', 'weather')","('chat', 'weather')","('chat', 'message')","('chat', 'tvchannel')"
我 要 看 动作片 ， 彭于晏 的 湄公河 行动 吧,28,28,video,video,"('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'cinemas')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'cinemas')","('video', 'epg')","('video', 'epg')"
这 是 发 的 什么 呀 笨笨,3,3,chat,chat,"('chat', 'map')","('chat', 'news')","('chat', 'music')","('chat', 'message')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'news')","('chat', 'translation')","('chat', 'cookbook')"
哈工大 哪个 专业 最 牛,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
1 号 要 去 广州 ， 查询 去 广州 的 汽车 都 是 几 点 的,1,1,bus,bus,"('bus', 'train')","('bus', 'train')","('bus', 'train')","('bus', 'train')","('bus', 'map')","('bus', 'schedule')","('bus', 'train')","('bus', 'map')","('bus', 'radio')","('bus', 'flight')"
你 知道 刘挺 是 谁,3,3,chat,chat,"('chat', 'poetry')","('chat', 'poetry')","('chat', 'weather')","('chat', 'weather')","('chat', 'translation')","('chat', 'music')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'map')","('chat', 'telephone')"
我 下巴 gshangt,3,3,chat,chat,"('chat', 'music')","('chat', 'website')","('chat', 'app')","('chat', 'tvchannel')","('chat', 'music')","('chat', 'app')","('map', 'website')","('app', 'music')","('chat', 'app')","('chat', 'app')"
我 要 回 合肥 了 ， 怎么 坐 动车 啊,1,25,bus,train,"('train', 'bus')","('bus', 'train')","('bus', 'train')","('bus', 'train')","('train', 'bus')","('bus', 'train')","('bus', 'train')","('bus', 'train')","('bus', 'train')","('bus', 'chat')"
哈工大 到 哈 西站 公交,13,13,map,map,"('map', 'train')","('map', 'tvchannel')","('map', 'bus')","('map', 'bus')","('map', 'train')","('map', 'bus')","('map', 'train')","('map', 'train')","('map', 'bus')","('map', 'bus')"
大泽哥 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'contacts')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'music')","('chat', 'contacts')"
你 觉得 我 长 得 怎么样,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'weather')","('chat', 'weather')","('chat', 'novel')","('chat', 'music')","('chat', 'datetime')","('chat', 'weather')","('chat', 'music')","('chat', 'health')"
合肥 到 上海 的 汽车票 有 吗,25,1,train,bus,"('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('train', 'bus')","('bus', 'train')","('train', 'chat')","('train', 'bus')"
一 到 换季 ， 季节性 过敏性 鼻炎 要 怎么 预防,11,11,health,health,"('health', 'stock')","('health', 'translation')","('health', 'weather')","('health', 'cookbook')","('health', 'datetime')","('health', 'map')","('health', 'cookbook')","('health', 'chat')","('health', 'weather')","('health', 'chat')"
牛肉 的 营养,6,6,cookbook,cookbook,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'health')","('cookbook', 'match')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'translation')","('cookbook', 'schedule')","('cookbook', 'chat')"
我 说 哪里 有 牛舌饼,6,3,cookbook,chat,"('cookbook', 'chat')","('cookbook', 'chat')","('chat', 'cookbook')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('chat', 'cookbook')","('cookbook', 'chat')"
最近 新 出 的 电影,28,28,video,video,"('video', 'cinemas')","('video', 'cinemas')","('video', 'epg')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')"
可以 执行 什么 指令 啊,3,3,chat,chat,"('chat', 'health')","('chat', 'app')","('chat', 'translation')","('chat', 'weather')","('chat', 'app')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'app')","('chat', 'app')","('chat', 'map')"
对不起 我 不 喜欢 你,3,3,chat,chat,"('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'app')","('chat', 'music')","('chat', 'music')"
不行 啊 你,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'music')","('chat', 'health')","('chat', 'epg')","('chat', 'music')","('chat', 'cookbook')","('chat', 'music')","('chat', 'music')","('chat', 'health')"
有 没 有 哈工大 的 照片,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'video')","('chat', 'map')","('chat', 'epg')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
可以 群聊 吗,3,3,chat,chat,"('chat', 'app')","('chat', 'app')","('chat', 'app')","('chat', 'weather')","('chat', 'epg')","('chat', 'music')","('chat', 'message')","('chat', 'app')","('chat', 'schedule')","('chat', 'app')"
美图 老板 叫 什么,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'cookbook')","('chat', 'map')","('chat', 'app')","('chat', 'cookbook')","('chat', 'cookbook')"
你 自己 你 都 看 不 清,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'map')","('chat', 'music')","('chat', 'calc')","('chat', 'map')","('chat', 'music')","('chat', 'app')"
我 刚刚 就 在 和 你 聊天,3,3,chat,chat,"('chat', 'app')","('chat', 'app')","('chat', 'music')","('chat', 'schedule')","('chat', 'app')","('chat', 'app')","('chat', 'message')","('chat', 'telephone')","('chat', 'app')","('chat', 'website')"
刚好 可以 收入 证明 题材料 一 解决 问题 的 红色 宝石  他 刚刚 给 我 打电话 了 滚滚 滚滚 滚滚,5,3,contacts,chat,"('contacts', 'telephone')","('telephone', 'message')","('contacts', 'chat')","('contacts', 'telephone')","('telephone', 'contacts')","('translation', 'telephone')","('riddle', 'telephone')","('telephone', 'contacts')","('telephone', 'app')","('contacts', 'chat')"
你 可以 帮 我 预定 两 张 合肥 到 上海 的 火车票 吗,25,25,train,train,"('train', 'chat')","('train', 'flight')","('train', 'chat')","('train', 'chat')","('train', 'map')","('train', 'chat')","('train', 'chat')","('train', 'flight')","('train', 'chat')","('train', 'flight')"
南京 今天 会 刮风 吗 ， 风力 是 几 级,29,29,weather,weather,"('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')"
完蛋 了 看来 你 不够 聪明,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'train')","('chat', 'epg')","('chat', 'cookbook')","('chat', 'news')","('chat', 'health')","('chat', 'music')","('chat', 'health')"
需要 付 钱 ， 你 把 支付宝 打开 吧,0,0,app,app,"('app', 'website')","('app', 'website')","('app', 'website')","('app', 'chat')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'chat')"
会 下 象棋 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'health')","('chat', 'weather')","('chat', 'map')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'riddle')","('chat', 'riddle')"
有 没 有 不 收 钱 的 频道 ， 帮 我 找 一个,9,27,epg,tvchannel,"('tvchannel', 'epg')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')"
明天 去 杭州 ， 有 到 那儿 的 航班 吗,10,10,flight,flight,"('flight', 'map')","('flight', 'train')","('flight', 'chat')","('flight', 'map')","('flight', 'train')","('flight', 'train')","('flight', 'map')","('flight', 'news')","('flight', 'email')","('flight', 'train')"
你 是 傻子 还是 聪明人,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'translation')","('chat', 'weather')","('chat', 'map')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'music')","('chat', 'riddle')"
黑龙江省 省长 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'stock')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'stock')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
宋小宝 出演 过 什么 电视剧,28,28,video,video,"('video', 'epg')","('video', 'epg')","('epg', 'video')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'chat')","('video', 'epg')"
你 爱 我 的 什么,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'translation')","('chat', 'weather')","('chat', 'email')","('chat', 'music')","('chat', 'datetime')","('chat', 'weather')","('chat', 'music')","('chat', 'email')"
那 由不得 你,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'music')","('chat', 'weather')","('chat', 'epg')","('chat', 'health')","('chat', 'datetime')","('chat', 'map')","('chat', 'music')","('chat', 'weather')"
麻烦 给 我 放 一下 ， 爱情 公寓 第四季 第6 集,9,28,epg,video,"('epg', 'video')","('video', 'epg')","('epg', 'video')","('video', 'epg')","('epg', 'video')","('epg', 'video')","('video', 'epg')","('epg', 'video')","('epg', 'video')","('video', 'epg')"
春花 秋月 何时 了 往事 知 多少 ， 你 知道 是 谁 写 的 吗,3,19,chat,poetry,"('chat', 'poetry')","('poetry', 'chat')","('chat', 'poetry')","('chat', 'poetry')","('chat', 'poetry')","('poetry', 'chat')","('chat', 'epg')","('chat', 'poetry')","('chat', 'poetry')","('chat', 'poetry')"
我 想 看 一些 好看 的 电视 连续剧 ， 可以 给 我 推荐 一下 吗,28,28,video,video,"('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'cinemas')","('video', 'cinemas')","('video', 'epg')","('video', 'epg')"
可爱 你 妹,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'video')","('chat', 'music')","('chat', 'train')","('chat', 'music')","('chat', 'music')","('chat', 'cookbook')","('chat', 'music')","('chat', 'music')","('chat', 'cookbook')"
我 字 什么,3,3,chat,chat,"('chat', 'map')","('chat', 'poetry')","('chat', 'translation')","('chat', 'train')","('chat', 'epg')","('chat', 'music')","('chat', 'map')","('chat', 'map')","('chat', 'translation')","('chat', 'map')"
为什么 没有 人 喜欢 我,3,3,chat,chat,"('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'stock')","('chat', 'music')","('chat', 'datetime')","('chat', 'news')","('chat', 'music')","('chat', 'health')"
吃 了 长胖,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'translation')","('chat', 'health')","('chat', 'health')","('chat', 'novel')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')"
收费 频道 有 哪些 ， 帮 我 查看 一下,27,27,tvchannel,tvchannel,"('tvchannel', 'epg')","('tvchannel', 'epg')","('tvchannel', 'epg')","('epg', 'tvchannel')","('epg', 'tvchannel')","('tvchannel', 'epg')","('tvchannel', 'epg')","('epg', 'tvchannel')","('tvchannel', 'epg')","('tvchannel', 'epg')"
南方 人 不 喜欢 吃 冷面,6,3,cookbook,chat,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'news')","('cookbook', 'chat')","('cookbook', 'chat')"
我 要 刷 屏 了,3,3,chat,chat,"('app', 'tvchannel')","('chat', 'app')","('app', 'message')","('tvchannel', 'chat')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('app', 'chat')","('chat', 'message')","('chat', 'app')"
下 了 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'app')","('chat', 'map')","('chat', 'weather')","('chat', 'epg')","('chat', 'music')","('chat', 'datetime')","('chat', 'map')","('chat', 'music')","('chat', 'app')"
给 我 买 两 张 那种 奖金 最高 的 彩票 ， 麻烦 了,12,12,lottery,lottery,"('lottery', 'train')","('lottery', 'email')","('lottery', 'radio')","('lottery', 'news')","('lottery', 'bus')","('lottery', 'schedule')","('lottery', 'news')","('lottery', 'chat')","('lottery', 'stock')","('lottery', 'schedule')"
