sentence,prediction,ground_true,预测,正确,fold_0_top2,fold_1_top2,fold_2_top2,fold_3_top2,fold_4_top2,fold_5_top2,fold_6_top2,fold_7_top2,fold_8_top2,fold_9_top2
从 广兰路 到 陆家嘴 怎么 坐 地铁,13,13,map,map,"('map', 'train')","('map', 'bus')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'bus')","('map', 'bus')"
南通 教育网 ， 访问 一下,30,30,website,website,"('website', 'tvchannel')","('website', 'map')","('website', 'poetry')","('website', 'poetry')","('website', 'poetry')","('website', 'tvchannel')","('poetry', 'website')","('website', 'tvchannel')","('website', 'poetry')","('website', 'poetry')"
麻烦 给 我 算 一下 20 的 平方 等于 多少,2,2,calc,calc,"('chat', 'calc')","('chat', 'calc')","('chat', 'calc')","('calc', 'chat')","('calc', 'chat')","('calc', 'chat')","('calc', 'chat')","('calc', 'chat')","('calc', 'chat')","('calc', 'chat')"
我 想 了解 下 自然 语言 处理 中 的 关系 抽取 上下 位 关系 关联 关系 层级 关系 可以 推荐 些 资料 吗,3,3,chat,chat,"('lottery', 'radio')","('chat', 'video')","('poetry', 'novel')","('novel', 'lottery')","('chat', 'message')","('health', 'chat')","('weather', 'contacts')","('video', 'chat')","('chat', 'app')","('chat', 'translation')"
赣州 脐橙 你 喜欢 吃 么,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'news')","('chat', 'music')","('chat', 'cookbook')","('chat', 'map')","('chat', 'map')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')"
我 想 看 铁齿 铜牙纪 晓岚 第三 部 ， 从 第四 集 放 吧,9,28,epg,video,"('epg', 'video')","('epg', 'video')","('epg', 'tvchannel')","('video', 'epg')","('epg', 'video')","('epg', 'novel')","('epg', 'video')","('epg', 'tvchannel')","('epg', 'video')","('epg', 'video')"
查查 节目单 ， 浙江 卫视 的,9,9,epg,epg,"('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')","('epg', 'tvchannel')"
你好 可爱 啊 怎么 用 日语 讲 ， 能 说 一下 吗,26,26,translation,translation,"('translation', 'chat')","('chat', 'translation')","('translation', 'poetry')","('translation', 'chat')","('translation', 'chat')","('chat', 'translation')","('chat', 'translation')","('translation', 'chat')","('translation', 'chat')","('translation', 'chat')"
求 个 设置 问 笨笨 怎 还 回 诗问 空对空 肯定 你 也 无 程序 只好 乱语 错 达呛 了,3,3,chat,chat,"('cookbook', 'chat')","('chat', 'cookbook')","('chat', 'riddle')","('cookbook', 'chat')","('chat', 'app')","('chat', 'map')","('chat', 'cookbook')","('riddle', 'chat')","('chat', 'app')","('chat', 'translation')"
北京 到 山东 的 机票,10,10,flight,flight,"('flight', 'tvchannel')","('flight', 'epg')","('flight', 'tvchannel')","('flight', 'train')","('flight', 'epg')","('flight', 'tvchannel')","('flight', 'train')","('flight', 'epg')","('flight', 'train')","('flight', 'epg')"
看 下 手表 ， 看看 现在 是 几 点 几 分,7,7,datetime,datetime,"('datetime', 'chat')","('datetime', 'epg')","('datetime', 'chat')","('epg', 'datetime')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'video')","('datetime', 'epg')","('datetime', 'epg')","('datetime', 'chat')"
分 区 好,13,3,map,chat,"('map', 'tvchannel')","('map', 'chat')","('map', 'chat')","('map', 'tvchannel')","('chat', 'map')","('map', 'chat')","('chat', 'map')","('map', 'chat')","('map', 'tvchannel')","('chat', 'tvchannel')"
我 在 美国,28,3,video,chat,"('video', 'chat')","('chat', 'video')","('video', 'map')","('video', 'map')","('chat', 'map')","('chat', 'map')","('map', 'chat')","('video', 'map')","('chat', 'map')","('map', 'video')"
随便 说 点 什么,3,3,chat,chat,"('chat', 'datetime')","('chat', 'datetime')","('chat', 'news')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'datetime')"
中国 国土 面积 多少,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('video', 'map')","('map', 'stock')","('tvchannel', 'video')","('chat', 'map')","('chat', 'map')","('datetime', 'video')","('tvchannel', 'map')","('chat', 'tvchannel')"
吃 中饭 了 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')"
明天 天气 预报,29,29,weather,weather,"('weather', 'chat')","('weather', 'schedule')","('weather', 'epg')","('weather', 'schedule')","('weather', 'datetime')","('weather', 'schedule')","('weather', 'epg')","('weather', 'chat')","('weather', 'epg')","('weather', 'news')"
谢霆锋 的 职业 是 什么,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'music')","('chat', 'map')","('chat', 'video')","('chat', 'music')","('chat', 'video')"
嗯 有 理想 有 抱负 的 青年 加油,28,3,video,chat,"('video', 'chat')","('video', 'chat')","('video', 'map')","('video', 'map')","('video', 'map')","('video', 'app')","('video', 'map')","('video', 'music')","('video', 'chat')","('video', 'chat')"
推荐 英语 读物,26,18,translation,novel,"('translation', 'novel')","('translation', 'novel')","('translation', 'novel')","('translation', 'novel')","('translation', 'novel')","('translation', 'novel')","('translation', 'tvchannel')","('translation', 'novel')","('translation', 'novel')","('translation', 'novel')"
《 红楼梦 》 是 谁 写 的,3,18,chat,novel,"('chat', 'video')","('chat', 'novel')","('novel', 'poetry')","('chat', 'video')","('chat', 'poetry')","('chat', 'novel')","('chat', 'novel')","('chat', 'novel')","('chat', 'poetry')","('novel', 'chat')"
问 一下 ， 紫菜 豆腐汤 怎么 做,6,6,cookbook,cookbook,"('cookbook', 'health')","('cookbook', 'poetry')","('cookbook', 'contacts')","('cookbook', 'news')","('cookbook', 'riddle')","('cookbook', 'chat')","('cookbook', 'map')","('cookbook', 'telephone')","('cookbook', 'translation')","('cookbook', 'website')"
明天 合肥 的 温度 会 降低 吗 ， 降 到 多少 度,29,29,weather,weather,"('weather', 'chat')","('weather', 'flight')","('weather', 'flight')","('weather', 'map')","('weather', 'stock')","('weather', 'chat')","('weather', 'stock')","('weather', 'stock')","('weather', 'music')","('weather', 'train')"
有 没 有 粤语 歌 ， 给 我 来 一 首 经典 的 粤语 歌 吧,16,16,music,music,"('music', 'video')","('music', 'poetry')","('music', 'poetry')","('music', 'cinemas')","('music', 'poetry')","('music', 'chat')","('music', 'poetry')","('music', 'poetry')","('music', 'cinemas')","('music', 'radio')"
笑话 再说 一个,21,3,riddle,chat,"('chat', 'video')","('chat', 'video')","('riddle', 'video')","('music', 'video')","('video', 'chat')","('riddle', 'music')","('riddle', 'music')","('app', 'music')","('riddle', 'chat')","('message', 'music')"
华硕 股票 涨 了 吗 ， 涨 了 多少,23,23,stock,stock,"('stock', 'chat')","('stock', 'chat')","('stock', 'chat')","('stock', 'riddle')","('stock', 'chat')","('stock', 'chat')","('stock', 'chat')","('stock', 'chat')","('stock', 'chat')","('stock', 'chat')"
但是 如果 她 拒绝 咋 办 呢,3,3,chat,chat,"('chat', 'lottery')","('chat', 'health')","('chat', 'news')","('chat', 'music')","('chat', 'map')","('chat', 'health')","('chat', 'health')","('chat', 'music')","('chat', 'website')","('chat', 'email')"
社会 科学院 坐 几 路 车,13,13,map,map,"('chat', 'map')","('map', 'chat')","('map', 'bus')","('map', 'bus')","('chat', 'bus')","('chat', 'bus')","('bus', 'map')","('map', 'bus')","('map', 'bus')","('map', 'chat')"
新加坡 国歌 是 什么,3,16,chat,music,"('chat', 'music')","('chat', 'music')","('chat', 'poetry')","('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'map')"
哈尔滨 有 哪些 大学,13,3,map,chat,"('map', 'chat')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('map', 'chat')","('chat', 'map')","('map', 'chat')","('map', 'chat')","('chat', 'map')","('map', 'chat')"
我 想 吃 快餐 ， 这 附近 有 麦当劳 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'map')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cinemas')","('chat', 'map')"
帮 我 订 明天 从 合肥 去 青岛 的 机票 ， 要 往返 的,10,10,flight,flight,"('flight', 'message')","('flight', 'tvchannel')","('flight', 'datetime')","('flight', 'map')","('flight', 'match')","('flight', 'train')","('flight', 'train')","('flight', 'music')","('flight', 'poetry')","('flight', 'train')"
你 是 女孩儿 吗,3,3,chat,chat,"('chat', 'weather')","('chat', 'tvchannel')","('chat', 'news')","('chat', 'music')","('chat', 'datetime')","('chat', 'map')","('chat', 'weather')","('chat', 'datetime')","('chat', 'video')","('chat', 'map')"
北京 南 到 天津,13,13,map,map,"('map', 'tvchannel')","('map', 'tvchannel')","('map', 'train')","('map', 'tvchannel')","('map', 'train')","('map', 'tvchannel')","('map', 'train')","('map', 'train')","('tvchannel', 'map')","('map', 'tvchannel')"
帮 我 看看 明天 从 合肥 到 重庆 的 航班 ， 我 要 最 便宜 的,10,10,flight,flight,"('flight', 'message')","('flight', 'train')","('flight', 'weather')","('flight', 'train')","('flight', 'chat')","('flight', 'train')","('flight', 'train')","('flight', 'music')","('flight', 'poetry')","('flight', 'train')"
最近 也 没有 啥 进步,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'news')","('chat', 'datetime')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'app')","('chat', 'video')"
上海 首富 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'stock')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
替 我 订张 今天 到 北京 的 机票 ， 要 经济舱 的,10,10,flight,flight,"('flight', 'message')","('flight', 'epg')","('flight', 'datetime')","('flight', 'poetry')","('flight', 'epg')","('flight', 'train')","('flight', 'train')","('flight', 'epg')","('flight', 'poetry')","('flight', 'train')"
我 要 查 火车票,25,25,train,train,"('train', 'chat')","('train', 'chat')","('train', 'chat')","('train', 'app')","('train', 'chat')","('train', 'chat')","('train', 'chat')","('train', 'chat')","('train', 'chat')","('train', 'chat')"
辣子鸡 的 做法 ， 给 我 推荐 一下,6,6,cookbook,cookbook,"('cookbook', 'translation')","('cookbook', 'poetry')","('cookbook', 'translation')","('cookbook', 'video')","('cookbook', 'poetry')","('cookbook', 'chat')","('cookbook', 'map')","('cookbook', 'tvchannel')","('cookbook', 'translation')","('cookbook', 'website')"
我 打 了 她,3,3,chat,chat,"('chat', 'telephone')","('chat', 'telephone')","('chat', 'website')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'website')","('chat', 'telephone')","('chat', 'telephone')","('chat', 'telephone')"
得了 风湿病 怎么办 ， 什么 治疗 方法 比较 有效,11,11,health,health,"('health', 'cookbook')","('health', 'chat')","('health', 'chat')","('health', 'telephone')","('health', 'datetime')","('health', 'chat')","('health', 'flight')","('health', 'translation')","('health', 'chat')","('health', 'chat')"
这 是 很 么 东西,3,3,chat,chat,"('chat', 'map')","('chat', 'cookbook')","('chat', 'news')","('chat', 'music')","('chat', 'stock')","('chat', 'map')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'app')","('chat', 'map')"
服务 态度 真差,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('map', 'chat')","('chat', 'map')","('chat', 'music')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
我 就 不 还 钱,3,3,chat,chat,"('chat', 'lottery')","('chat', 'datetime')","('chat', 'news')","('chat', 'music')","('chat', 'datetime')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'website')","('chat', 'email')"
你 平常 吃 什么,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'music')","('chat', 'news')","('chat', 'music')","('chat', 'cookbook')","('chat', 'music')","('chat', 'cookbook')","('chat', 'weather')","('chat', 'app')","('chat', 'cookbook')"
哈喽 傻子 猫,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'music')","('chat', 'tvchannel')","('chat', 'video')","('chat', 'cookbook')","('chat', 'music')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'video')","('chat', 'cookbook')"
这 周边 有 什么 景点 ， 可以 帮 我 查 一下 吗,3,13,chat,map,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'video')","('chat', 'poetry')","('chat', 'map')"
今天 上海 什么 天气,29,29,weather,weather,"('weather', 'chat')","('weather', 'chat')","('weather', 'epg')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')"
你 就 得 你 美 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'tvchannel')","('chat', 'news')","('chat', 'music')","('chat', 'cookbook')","('chat', 'map')","('chat', 'weather')","('chat', 'weather')","('chat', 'poetry')","('chat', 'map')"
我 恨 杜毅,3,3,chat,chat,"('chat', 'map')","('chat', 'datetime')","('chat', 'music')","('chat', 'website')","('chat', 'website')","('chat', 'music')","('chat', 'website')","('chat', 'music')","('chat', 'website')","('chat', 'website')"
最近 有 什么 爆炸性 新闻 ， 念 给 我 听听,17,17,news,news,"('news', 'message')","('news', 'chat')","('news', 'chat')","('news', 'epg')","('news', 'chat')","('news', 'chat')","('news', 'music')","('news', 'chat')","('news', 'chat')","('news', 'chat')"
1587 加 1144,23,2,stock,calc,"('stock', 'video')","('stock', 'lottery')","('lottery', 'calc')","('stock', 'lottery')","('stock', 'calc')","('calc', 'stock')","('stock', 'calc')","('stock', 'calc')","('calc', 'contacts')","('calc', 'stock')"
哦 T ＿ T ),6,3,cookbook,chat,"('cookbook', 'health')","('stock', 'cookbook')","('tvchannel', 'health')","('tvchannel', 'calc')","('cookbook', 'health')","('health', 'cookbook')","('tvchannel', 'cookbook')","('cookbook', 'video')","('health', 'tvchannel')","('health', 'tvchannel')"
你 会 不 会 看看 我,3,3,chat,chat,"('chat', 'weather')","('chat', 'weather')","('chat', 'news')","('chat', 'video')","('chat', 'weather')","('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'weather')","('chat', 'map')"
不 舒服 咋 办,3,11,chat,health,"('chat', 'lottery')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'website')","('chat', 'health')","('chat', 'website')","('chat', 'health')","('chat', 'website')","('chat', 'map')"
电影 开心 鬼 好看 不 ， 在 哪个 台 可以 看到 呀,9,9,epg,epg,"('epg', 'chat')","('chat', 'epg')","('epg', 'chat')","('epg', 'chat')","('epg', 'chat')","('epg', 'chat')","('chat', 'epg')","('epg', 'video')","('chat', 'epg')","('epg', 'chat')"
我 现在 从 安大新区 出发 ， 大概 几 点 可以 到 科大 讯飞,13,13,map,map,"('map', 'chat')","('map', 'chat')","('map', 'datetime')","('map', 'flight')","('map', 'chat')","('map', 'chat')","('map', 'chat')","('map', 'datetime')","('map', 'datetime')","('map', 'radio')"
从 武汉 出发 的 动车 有 没 有 到 合肥 的,25,25,train,train,"('train', 'bus')","('train', 'bus')","('train', 'flight')","('train', 'map')","('train', 'map')","('train', 'flight')","('map', 'train')","('train', 'map')","('train', 'bus')","('train', 'bus')"
给 我 查询 一下 七乐彩 ， 麻烦 了,12,12,lottery,lottery,"('lottery', 'chat')","('lottery', 'chat')","('lottery', 'website')","('lottery', 'chat')","('lottery', 'chat')","('lottery', 'riddle')","('lottery', 'riddle')","('riddle', 'lottery')","('website', 'poetry')","('lottery', 'riddle')"
你 会 不 会 脑筋 急 转弯 啊 ， 会 的 话 给 我 来 一个,21,21,riddle,riddle,"('riddle', 'chat')","('riddle', 'chat')","('riddle', 'novel')","('riddle', 'chat')","('riddle', 'message')","('riddle', 'chat')","('riddle', 'weather')","('riddle', 'music')","('riddle', 'chat')","('riddle', 'message')"
周瑜 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'epg')","('chat', 'poetry')","('chat', 'epg')","('chat', 'stock')","('chat', 'riddle')","('chat', 'poetry')","('chat', 'datetime')","('chat', 'poetry')","('chat', 'epg')"
你 不 工作 啊,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'music')","('chat', 'email')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'video')","('chat', 'map')"
19 ： 30 了 ， 我 要 看 警犬 来 啦 ， 给 我 换 到 安徽 卫视 去,9,27,epg,tvchannel,"('epg', 'tvchannel')","('epg', 'tvchannel')","('tvchannel', 'epg')","('epg', 'tvchannel')","('epg', 'tvchannel')","('tvchannel', 'epg')","('epg', 'map')","('epg', 'tvchannel')","('poetry', 'epg')","('schedule', 'tvchannel')"
你 是 用 固定 的 语言 吧,3,3,chat,chat,"('chat', 'translation')","('chat', 'tvchannel')","('chat', 'translation')","('chat', 'music')","('chat', 'music')","('chat', 'riddle')","('chat', 'music')","('chat', 'music')","('chat', 'app')","('chat', 'translation')"
你 可以 给 我 唱 一 首,16,16,music,music,"('music', 'chat')","('music', 'chat')","('music', 'poetry')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('music', 'poetry')","('music', 'chat')","('music', 'chat')"
我 要 回 六安 的话 ， 坐 动车 怎么 回,3,25,chat,train,"('chat', 'train')","('chat', 'train')","('train', 'chat')","('chat', 'train')","('chat', 'train')","('chat', 'train')","('chat', 'map')","('chat', 'flight')","('poetry', 'chat')","('train', 'chat')"
找 小明 有事 ， 告诉 我 他 的 号码 是 多少,5,5,contacts,contacts,"('contacts', 'chat')","('chat', 'contacts')","('contacts', 'chat')","('contacts', 'chat')","('contacts', 'chat')","('contacts', 'chat')","('contacts', 'chat')","('contacts', 'calc')","('contacts', 'chat')","('contacts', 'chat')"
刘德华 的 女儿,3,3,chat,chat,"('chat', 'telephone')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('video', 'chat')","('chat', 'video')","('chat', 'video')"
我 想 订 飞机票 ， 青岛 到 合肥 的,10,10,flight,flight,"('train', 'flight')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'train')","('flight', 'poetry')","('flight', 'train')"
你 现在 就 起 呗 你 出来 玩 了 你 上 你 上 那个 啊 嗯 他们 帮 你 擦 缝 肠胃 所以 才 是 正常 的 啊,3,3,chat,chat,"('chat', 'epg')","('chat', 'health')","('chat', 'news')","('chat', 'music')","('chat', 'website')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'weather')","('chat', 'email')"
说 滴 啥,3,3,chat,chat,"('chat', 'translation')","('chat', 'music')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'music')","('chat', 'cookbook')","('chat', 'weather')","('chat', 'app')","('chat', 'cookbook')"
刘 老师 您好,24,3,telephone,chat,"('telephone', 'contacts')","('telephone', 'chat')","('telephone', 'health')","('telephone', 'email')","('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'health')","('telephone', 'contacts')","('telephone', 'contacts')"
儿童 要是 感冒 发烧 了 ， 应该 要 采取 什么 治疗 方法,11,11,health,health,"('health', 'lottery')","('health', 'schedule')","('health', 'weather')","('health', 'video')","('health', 'schedule')","('health', 'lottery')","('health', 'weather')","('health', 'telephone')","('health', 'chat')","('health', 'schedule')"
张继科 是 谁,3,3,chat,chat,"('chat', 'match')","('chat', 'match')","('chat', 'match')","('chat', 'video')","('chat', 'stock')","('chat', 'match')","('chat', 'match')","('chat', 'video')","('chat', 'match')","('chat', 'match')"
你 话 真 多,3,3,chat,chat,"('chat', 'message')","('chat', 'tvchannel')","('chat', 'translation')","('chat', 'video')","('chat', 'video')","('chat', 'map')","('chat', 'weather')","('chat', 'datetime')","('chat', 'video')","('chat', 'map')"
从 钱江路 到 下宁桥 怎么 坐 公交,13,13,map,map,"('map', 'bus')","('map', 'bus')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'train')","('map', 'bus')","('map', 'train')","('map', 'bus')","('map', 'bus')"
拉萨 的 天气,29,29,weather,weather,"('weather', 'chat')","('weather', 'app')","('weather', 'flight')","('weather', 'chat')","('weather', 'chat')","('weather', 'schedule')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')","('weather', 'chat')"
你 说 我 叫 什么 名字,3,3,chat,chat,"('chat', 'translation')","('chat', 'telephone')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')","('chat', 'map')","('chat', 'translation')","('chat', 'music')","('chat', 'translation')","('chat', 'map')"
那 就 去 死,3,3,chat,chat,"('chat', 'map')","('chat', 'video')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'video')","('chat', 'video')","('chat', 'map')"
我 在 听 讲座,16,3,music,chat,"('epg', 'music')","('music', 'epg')","('radio', 'music')","('music', 'epg')","('music', 'map')","('music', 'map')","('music', 'epg')","('music', 'epg')","('music', 'epg')","('music', 'radio')"
你 是 什么 玩意儿,3,3,chat,chat,"('chat', 'datetime')","('chat', 'datetime')","('chat', 'translation')","('chat', 'video')","('chat', 'datetime')","('chat', 'website')","('chat', 'cookbook')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'cookbook')"
不 在 又 怎样 ～,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
上班 不 让 睡觉,3,3,chat,chat,"('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')"
每个 领域 都 做 第一,6,3,cookbook,chat,"('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'calc')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('cookbook', 'map')","('cookbook', 'music')","('cookbook', 'chat')","('cookbook', 'chat')"
你 想 去 看 什么 啊 撇嘴,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')"
王柳雅 的 职业,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('map', 'video')","('video', 'chat')","('chat', 'cookbook')","('chat', 'music')","('map', 'cookbook')","('video', 'cookbook')","('chat', 'map')","('cookbook', 'chat')"
我 好 丑,3,3,chat,chat,"('chat', 'tvchannel')","('chat', 'video')","('chat', 'tvchannel')","('chat', 'video')","('chat', 'website')","('chat', 'website')","('chat', 'website')","('chat', 'music')","('chat', 'website')","('chat', 'map')"
我 不 需要 你,3,3,chat,chat,"('chat', 'weather')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'email')"
帮 我 查 下 爸爸 的 电话 号码 ， 我 有 事情 找 他,5,5,contacts,contacts,"('contacts', 'app')","('contacts', 'video')","('contacts', 'telephone')","('contacts', 'video')","('contacts', 'chat')","('contacts', 'telephone')","('contacts', 'cookbook')","('contacts', 'cinemas')","('contacts', 'app')","('contacts', 'chat')"
下 得 去 的,13,3,map,chat,"('map', 'chat')","('poetry', 'chat')","('map', 'poetry')","('map', 'poetry')","('poetry', 'chat')","('map', 'poetry')","('chat', 'map')","('map', 'poetry')","('poetry', 'map')","('chat', 'poetry')"
目前 2018年 上映 的 电影 都 有 哪些 ， 你 知道 吗,4,28,cinemas,video,"('cinemas', 'chat')","('chat', 'cinemas')","('cinemas', 'chat')","('cinemas', 'translation')","('chat', 'epg')","('chat', 'cinemas')","('cinemas', 'music')","('cinemas', 'video')","('cinemas', 'chat')","('chat', 'cinemas')"
告诉 我 一个 秘密,3,3,chat,chat,"('chat', 'schedule')","('chat', 'video')","('chat', 'riddle')","('chat', 'video')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'music')","('chat', 'music')","('chat', 'schedule')","('chat', 'schedule')"
你 怎么 知道 我 开心,3,3,chat,chat,"('chat', 'translation')","('chat', 'epg')","('chat', 'news')","('chat', 'music')","('chat', 'website')","('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'app')","('chat', 'email')"
我 要 联系 王五 ， 给 我 在 通讯录 找到 他,3,5,chat,contacts,"('contacts', 'map')","('chat', 'app')","('contacts', 'email')","('chat', 'contacts')","('chat', 'map')","('chat', 'map')","('contacts', 'chat')","('app', 'contacts')","('chat', 'app')","('chat', 'contacts')"
你 真 逗,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')"
后天 要 去 杭州 出差 ， 帮 我 看 看到 杭州 的 机票,10,10,flight,flight,"('flight', 'message')","('flight', 'train')","('flight', 'datetime')","('flight', 'train')","('flight', 'website')","('flight', 'train')","('flight', 'train')","('flight', 'epg')","('flight', 'poetry')","('flight', 'train')"
他 在 哪里 啊,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
我 想 发 微信 ， 把 微信 打开 一下,0,0,app,app,"('app', 'email')","('app', 'website')","('app', 'email')","('website', 'app')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'website')","('app', 'message')"
想 看 电视剧 ， 有 浙江 卫视 的 节目单 吗,9,9,epg,epg,"('epg', 'video')","('epg', 'video')","('epg', 'video')","('epg', 'video')","('epg', 'video')","('epg', 'video')","('epg', 'video')","('epg', 'tvchannel')","('epg', 'video')","('epg', 'video')"
今天 有 什么 娱乐 新闻 ， 读 一 条 给 我 听听,17,17,news,news,"('news', 'chat')","('news', 'chat')","('news', 'chat')","('news', 'epg')","('news', 'chat')","('news', 'chat')","('news', 'music')","('news', 'music')","('news', 'chat')","('news', 'chat')"
哦 哦 嗯嗯 的 嗯嗯 多 侮辱 猪猪 猪猪 猪猪呜呜呜呜 啊 哈哈哈哈 啦 啦啦 丽丽 丽丽,3,3,chat,chat,"('cookbook', 'contacts')","('chat', 'cookbook')","('contacts', 'chat')","('cookbook', 'chat')","('cookbook', 'chat')","('chat', 'telephone')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('cookbook', 'chat')"
我 想 听 广播 ， 帮 我 打开 FM98.6,20,20,radio,radio,"('radio', 'app')","('app', 'radio')","('radio', 'music')","('music', 'radio')","('radio', 'app')","('radio', 'music')","('music', 'radio')","('music', 'radio')","('radio', 'app')","('radio', 'music')"
查 一 查 日历 ， 看看 今天 是 4月 几 号,7,7,datetime,datetime,"('lottery', 'epg')","('datetime', 'epg')","('datetime', 'contacts')","('epg', 'datetime')","('datetime', 'chat')","('datetime', 'chat')","('datetime', 'lottery')","('datetime', 'epg')","('datetime', 'epg')","('datetime', 'schedule')"
